parent_asin,title,price,average_rating,rating_number,price_segment,rating_category,popularity_score,potential_brand,price_per_rating
B019TTJDRI,"Dell XPS 8900-3569BLK Desktop (Intel Core i7, 16 GB RAM, 2 TB HDD, Black, Windows 10 Pro) NVIDIA GTX 745",,3.3,17,,Below Avg (3-3.5),0.23000927630339307,Dell,
B019TTJDX2,"Dell Inspiron i3250-30BLK Desktop (Intel Core i3, 4 GB RAM, 1 TB HDD, Black) No Monitor Included",159.0,3.7,37,Mid-High ($100-200),Average (3.5-4),0.2700208716826345,Dell,42.857142857142854
B019TTJHCO,"Kensington Microsoft Surface Pro Rugged Case for Surface Pro 6, 5 (2017) and 4 - BlackBelt 2nd Degree Rugged Case (K97443WW)",39.99,4.4,1505,Low ($20-50),Good (4-4.5),0.3408719725189513,Kensington,9.068027210884354
B019TX9I4C,Godox AD-S6 Portable Umbrella-Type Reflector for Witstro AD180 AD360(Silver+Black),12.99,4.5,34,Budget (<$20),Good (4-4.5),0.3500191323757483,Godox,2.8802660753880267
B019TXV7BO,Capture Card (DP Adapter),,4.4,17,,Good (4-4.5),0.34000927630339317,Capture,
B019U0V75W,"iMuto 3-Pack 3ft Premium Micro USB Cable High Speed USB 2.0 A Male to Micro B Sync and Charging Cables Cords for Samsung, HTC, Motorola, Nokia, Android, and More",5.99,4.2,41,Budget (<$20),Good (4-4.5),0.3200231907584828,iMuto,1.4228028503562946
B019U4ZZMY,"EKYLIN 7"" TFT LCD Car Rearview Quad Split Monitor,Remote Control, 4 Channels RCA Video Inputs - 12V-24V 800480HD Screen w/Sunshade Anti-Glare",88.99,3.7,32,Mid ($50-100),Average (3.5-4),0.27001797283782414,EKYLIN,23.98652291105121
B019U9EW1E,"Keyboard Cover for 13.3"" Dell Inspiron 13-5368 i5368 13-7368 i7368 13-7368 i7378, 15.6"" Dell XPS 15-9550, 15.6"" Inspiron 15-5568 i5568 15-5578 i5578 15-7568 15-7569 i7568 i7569 i7579, Rainbow",,4.2,285,,Good (4-4.5),0.32016465438522757,Keyboard,
B019UDIAI6,"Canon PowerShot SX540 Digital Camera w/ 50x Optical Zoom - Wi-Fi & NFC Enabled (Black), 1-1067C001",249.9,4.5,1503,High ($200-500),Good (4-4.5),0.35087081298102707,Canon,55.41019955654102
B019UIHZA0,"Taurus Stainless Steel 3/8"" x 24 Antenna Quick Disconnect",,3.6,25,,Average (3.5-4),0.26001391445508965,Taurus,
B019UJKLU0,"XSPC ECX Ultra Concentrate Coolant, Orange UV",,2.6,11,,Poor (<3),0.16000579768962073,XSPC,
B019UPW13O,Holiday Brilliant Rhythm of Lights Music Box Bluetooth Speaker - Controls Lights and Music,,3.8,55,,Average (3.5-4),0.28003130752395167,Holiday,
B019UTGRUI,EforTek Replacement Battery (2-Pack) and Dual USB Charger kit for Garmin 361-00080-00 and Garmin Virb X and Virb XE,,4.2,70,,Good (4-4.5),0.3200400040583828,EforTek,
B019UU5618,NiceTQ USB DC Power Charging Charger Cable Cord For RCA 10 Viking Pro RCT6303W87 / RCT6303W87DK Tablet,,4.2,220,,Good (4-4.5),0.3201269694026931,NiceTQ,
B019V0KC5C,COWEEN 1x2 HDMI Splitter Box 4K2K HDMI 1 In 2 Out with LED Powered HDMI Switch Support 3D HDCP 2.0 for PC TV Monitor Projector HDTV,,4.0,23,,Average (3.5-4),0.30001275491716556,COWEEN,
B019V8NGZC,UpBright 8.6V AC/DC Adapter Compatible with Pell SpeedHex TA414 Speed Hex FlipOut 2 PH FOSH2014 FOSH162BP RB-FOSH2016 8 Volt 8V Lithium Battery Screwdriver Spe-8792 myACT APS-L010086100L-G Charger,14.99,4.0,112,Budget (<$20),Average (3.5-4),0.3000643543547897,UpBright,3.7381546134663344
B019VGZ8TQ,"SSE Large Carrying Case for Canon, Nikon, Sony, Pentax, Sigma, Fujifilm, Olympus, Panasonic & Samsung Digital Cameras",18.99,3.8,59,Budget (<$20),Average (3.5-4),0.28003362659979997,SSE,4.984251968503937
B019VGZAUS,SSE Deluxe Accessory Kit for Galaxy Gear VR. Includes Deluxe Carrying Case + Cleaning Pen Brush + Air Blaster Dust Blower + Microfiber Cleaning Cloth,24.99,3.9,24,Low ($20-50),Average (3.5-4),0.29001333468612756,SSE,6.391304347826087
B019VM3GKI,"Fitbit Blaze Smart Fitness Watch, Blue, Silver, Large (6.7 - 8.1 inch) (US Version)",,4.2,1366,,Good (4-4.5),0.3207913846332237,Fitbit,
B019VN04J8,Poetic Revolution iPad Pro 12.9 Rugged Case Cover with Hybrid Heavy Duty Protection and Built-in Screen Protector and Kickstand for Apple iPad Pro 12.9 (1st Gen 2015) Black,,4.3,177,,Good (4-4.5),0.33010203933732407,Poetic,
B019VRM4LU,"Lightning Cable, 6 Ft iPhone 6S Charger F-color Long Apple MFI Certified Nylon Braided Lightning to USB Cable for iPhone 8 7 6S 6 Plus 5S 5C 5 iPhone SE 2016, iPad Air 2 3 Mini 2 3 4 iPad Pro Orange",,3.5,45,,Below Avg (3-3.5),0.25002550983433103,Lightning,
B019VSABX2,TNP USB Type C Cable (8 Inch) - USB-C to USB-A Standard Type A Male to Male USB 3.0 SuperSpeed Connector Adapter Bi-Directional Wire Cord Plug for Charge & Data Sync,,3.6,10,,Average (3.5-4),0.2600052179206586,TNP,
B019VW2JD8,"ProCase iPad Pro 12.9 2015 Keyboard Case, Apple iPad Pro Tablet Wireless Keyboard Case, 360 Degree Rotation Multiple Angle Keyboard Case for Apple iPad Pro 12.9"" (1st Gen 2015)",62.99,4.0,725,Mid ($50-100),Average (3.5-4),0.3004197527285377,ProCase,15.708229426433917
B019VX5BZ0,"Bargain Max Decals - Whovian Bad Wolf DW - Sticker Decal Notebook Car Laptop 4"" (White)",3.99,4.6,84,Budget (<$20),Excellent (4.5-5),0.3600481208238517,Bargain,0.8655097613882865
B019VZISSU,Gosky Adjustable Vehicle Car Window Mount - Binocular Window Mount - Spotting Scope Window Mount,39.29,4.4,616,Low ($20-50),Good (4-4.5),0.3403565579116723,Gosky,8.909297052154194
B019VZTWIU,"Gosky 0.965Inch Telescope Accessory Kit for 0.965 Telescope - with Four Eyepieces, one Diagonal, a 3X Barlow Lens",,4.1,407,,Good (4-4.5),0.31023538619859986,Gosky,
B019W01EBW,"FAVOLCANO Universal Tablet Tripod Mount Adapter Clamp Holder for iPad 2, 3, 4, Air, Air2, iPad Pro 9.7 10.5,iPad Mini 2 3 4, for Samsung Galaxy Tab 2 3 4, Tab Pro, Tab S, for Google Nexus",,4.3,207,,Good (4-4.5),0.33011943240618613,FAVOLCANO,
B019W178RU,"OriGlam 4Pcs AA to C Size Battery Converter, Battery Adapter Holder Case Battery Boxes",6.58,3.9,29,Budget (<$20),Average (3.5-4),0.2900162335309379,OriGlam,1.6828644501278773
B019W22GDU,"【The OriGlam Hard Plastic Battery Organizer Batteries Holder, Storage Case Box Case Holder for 4 x 26650 Batteries",5.88,4.1,41,Budget (<$20),Good (4-4.5),0.3100231907584827,【The,1.4306569343065696
B019W4C5IE,GEREE 250W Boost Converter DC/DC 8.5-48V to 12-50V Output Step-up Module Mobile Power Supply Max 10A,,4.0,76,,Average (3.5-4),0.3000434826721552,GEREE,
B019W5C0II,Electric Car Cooling Fan 123 (A2),,4.5,94,,Good (4-4.5),0.3500539185134724,Electric,
B019W9M53E,SMALLRIG Quick Plate Mount for DJI Ronin Ronin-M (Mini) and Ronin MX - 1682,,4.7,67,,Excellent (4.5-5),0.3700382647514966,SMALLRIG,
B019WARI9Y,"Cablelera Power Cord Extension and Splitter, NEMA 5-15P to NEMA 5-15R x 2, 14 AWG, 15A, 125V (ZWACPQAH-14)",,4.9,637,,Excellent (4.5-5),0.3903687330598757,Cablelera,
B019WARLMI,"Silicon Power S55 960GB 2.5"" 7mm SATA III Internal Solid State Drive SP960GBSS3S55S25",47.83,3.8,21,Low ($20-50),Average (3.5-4),0.28001159537924136,Silicon,12.553805774278215
B019WC8B52,"Iphone 30-PIN dock Bluetooth Receivers, Xhonor Latest Bluetooth A2DP Music Audio Receiver Adapter for Bose Sounddock and 30-Pin iPod iPhone Dock Speaker",,3.9,65,,Average (3.5-4),0.29003710521357234,Iphone,
B019WCWV7G,Toshiba Exceria M301 32GB Micro SD Class 10 UHS-I 48MB/s Memory Card (THN-M301R0320U2),,3.7,68,,Average (3.5-4),0.2700388445204586,Toshiba,
B019WFZQDY,"FYY Case for iPad Pro 9.7 - [Luxury Protection] Premium PU Leather Folio Case with Card Slots, Note Holder, Hand Strap for iPad Pro 9.7"" (2016) Blossom",,4.8,14,,Excellent (4.5-5),0.3800075369965069,FYY,
B019WFZRJC,"FYY Case for iPad Pro 9.7 - [Luxury Protection] Premium PU Leather Folio Stand Protective Shockproof Case with Apple Pencil Holder for iPad Pro 9.7"" (2016) Black",,4.3,223,,Good (4-4.5),0.3301287087095792,FYY,
B019WJROSK,ReplacementIR Remote Control for DIRECTV RC66RX RC65R 4-Device LCD LED HDTV Plasma TV TVs A/V Receiver,11.0,4.7,6902,Budget (<$20),Excellent (4.5-5),0.37400098560723555,ReplacementIR,2.335456475583864
B019WMR1D0,"Kastar ENEL15 Battery 1 Pack for EN-EL15, D850, D750, D7000, D7100, D7200, D7500, D800, D800E, D810, D600, D610, 1 V1 DSLR Camera and MB-D11, MB-D12, MB-D14, MB-D15, MB-D16 Grip",11.99,3.8,30,Budget (<$20),Average (3.5-4),0.28001681329989997,Kastar,3.1469816272965883
B019WOLP8K,Yubi Power 5 Outlet Power Plug Surge Protector Wall Tap with 2 USB Ports 2.1A 300 Joules - White - ETL Listed - 2 Pack,,4.4,105,,Good (4-4.5),0.3400602959720552,Yubi,
B019WRZT0M,Samsung Galaxy Tab E 16GB 9.6-Inch Tablet SM-T560 - Black (Renewed),80.0,4.3,827,Mid ($50-100),Good (4-4.5),0.3304788891626687,Samsung,18.561484918793504
B019WSMEWW,LUME CUBE Bluetooth External Flash & Video Light for Casual Capture Devices,,3.7,58,,Average (3.5-4),0.27003304683083795,LUME,
B019WVTTK4,"HornetTek Jaws 3.5"" USB 3.1 10 Gbps Max USB-C & USB-A Dual Connection HDD Enclosure",,4.0,22,,Average (3.5-4),0.3000121751482035,HornetTek,
B019WWIRQU,"HornetTek USB 3.0 Dual Bay 2.5"" HDD (Notebook Size HDD) / SDD Enclosure w/RAID 0 & RAID 1",,3.7,63,,Average (3.5-4),0.27003594567564826,HornetTek,
B019X0V5UQ,PNY CS2211 480GB Pro Gaming 2.5” SATA III MLC Internal Solid State Drive (SSD) - (SSD7CS2211-480-RB),149.99,4.4,345,Mid-High ($100-200),Good (4-4.5),0.3401994405229517,PNY,34.01133786848072
B019X1YNOU,Audio-Technica: AT-HS1 Headshell - Turntable Lab Edition,,4.2,26,,Good (4-4.5),0.32001449422405176,Audio-Technica:,
B019X3B1D4,The North Face Women's Isabella Backpack TNF Black Heather/24k Gold One Size,,4.4,24,,Good (4-4.5),0.34001333468612766,The,
B019X5TXB4,Kingston ValueRAM 16GB 2133MHz DDR4 Non-ECC CL15 DIMM 2Rx8 Memory (KVR21N15D8/16),41.94,3.7,24,Low ($20-50),Average (3.5-4),0.2700133346861276,Kingston,11.304582210242588
B019X962N2,QICENT Cable Management Box Organizer USB Hub - Black,,3.5,119,,Below Avg (3-3.5),0.2500684127375241,QICENT,
B019X9JABS,SinLoon 3.3ft USB 3.0 to 40 Pin Data Sync Charger Charge Cable for Asus Eee Pad Transformer TF101 TF201 ME171 SL101 TF300 TF300T Slider SL300(Black),8.59,4.0,264,Budget (<$20),Average (3.5-4),0.3001524792370241,SinLoon,2.14214463840399
B019XAXAHW,"Dell Optiplex 390 790 990 3010 7010 9010 3020 7020 9020 Server T3610 T5610 T1700 T1650 T20 SFF MT HDD Hard Drive 2.5"" 3.5"" HDD Caddy Bracket 1B31D2600 DN8MY px60023 with SATA Cable",15.07,3.8,17,Budget (<$20),Average (3.5-4),0.28000927630339306,Dell,3.955380577427822
B019XBE9KS,"PASOW Cat7 10 Gigabit Ultra Flat Ethernet Patch Cable Shielded Network Internet Cable RJ45 Connectors (60FT, White)",,4.0,31,,Average (3.5-4),0.3000173930688621,PASOW,
B019XEAVLQ,"CamKix 2in1 Pistol Handgrip and Tabletop Tripod compatible with GoPro Hero 7, 6, 5, 4, Black, Session, Hero 4, Session, Black, Silver, Hero+ LCD, 3+, 3, DJI Osmo Action and others",,4.3,182,,Good (4-4.5),0.33010493818213443,CamKix,
B019XKRMM6,"Camera Monopod,K&F Concept 4-Section 67""/171CM Compact Portable Travel DSLR Monopod Unipod Stand Walking Trekking Stick Aluminum Alloy Lightweight SLR Cameras Camcorder Video",,4.6,1707,,Excellent (4.5-5),0.36098908584928907,Camera,
B019XOAJEA,UpBright 12V AC/DC Adapter Compatible with Seagate SRD0NF2 STEG3000100 Expansion Plus 3TB Desktop Hard Disk Drive HDD HD P/N 1VAAA1-570 1V9AP3-500 12VDC DC12V 12.0V Power Supply Cord Cable Charger PSU,15.85,4.4,39,Budget (<$20),Good (4-4.5),0.3400220312205587,UpBright,3.5941043083900226
B019XPEVQQ,"ACEMILE THEATRE BOX C01-CBT612-BS0100407US 360° 3D-Sound Portable Speakers, Ruby",,4.1,21,,Good (4-4.5),0.3100115953792414,ACEMILE,
B019XRK69K,"JVC KW-V220BT Double DIN Bluetooth in-Dash DVD/CD/AM/FM Receiver w/ 6.2"" Touchscreen Pandora Support and Sirius XM Ready",,3.7,22,,Average (3.5-4),0.27001217514820347,JVC,
B019XS0R02,RAMPOW iPhone Charger Cable 6.5ft MFi Certified & Nylon Braided - Long Lightning Cable - Fast Charging & Sync - iPhone Cable for iPhone 12 Pro Max 12 Mini 11 Pro Max SE XS XR X iPad iPod - Space Gray,,4.5,334,,Good (4-4.5),0.35019306306436887,RAMPOW,
B019XTWSMQ,Karnotech REMAX Wired Earphones Stereo Earbuds in-Ear Headphones with Enhanced Bass Noise Reduction Function & Microphone RM 515 Black,,3.7,14,,Average (3.5-4),0.2700075369965069,Karnotech,
B019XUBY70,iParaAiluRy Replacement Earpads (1 Pair) + Spare Pillow (1 Piece) for G430 G930 Headphones - Blue …,,4.0,68,,Average (3.5-4),0.30003884452045865,iParaAiluRy,
B019Y02VGW,"EWETON 1/3"" 1200TVL Color CCD Indoor Security Camera,24 IR LEDs 150feet Night Vision CCTV Camera w/IR-Cut,3.6mm Lens 100 Degree Wide Viewing Angle Video Surveillance Camera(Plastic Dome White-M4002)",,3.9,9,,Average (3.5-4),0.2900046381516965,EWETON,
B019Y5OJRQ,FSL Protec Kids Headphones with Adjustable Volume Limiting (Green),,3.8,678,,Average (3.5-4),0.28039250358732043,FSL,
B019Y6W1PW,Sony Alpha a7SII Mirrorless Digital Camera (Body Only) w/ 128GB SD Card & Photo/Koah Sling Camera Bag,,4.4,13,,Good (4-4.5),0.3400069572275449,Sony,
B019YI38Z2,Clean Vintage Vinyl Records Like A Professional Archivist with TergiKleen Tergitol-Based Highly Concentrated Fluid,31.99,4.7,643,Low ($20-50),Excellent (4.5-5),0.3703722116736481,Clean,6.791932059447983
B019YJMRZS,"BTECH 2 Pin (K1 Connector) to 3.5MM Adapter with Push-to-Talk Button (Compatible with 2 Pin BaoFeng, Kenwood, Radios to 3.5mm Headsets with in-line Mics)",18.98,4.3,409,Budget (<$20),Good (4-4.5),0.330236545736524,BTECH,4.403712296983759
B019YMEFXM,Edifier R12U Stereo Computer Bookshelf Speakers - Red,,4.2,184,,Good (4-4.5),0.3201060977200586,Edifier,
B019YNABYI,SUNWAYFOTO LF-M1 Replacement Foot / Sigma 50-600mm f/5-6.3 DG OS HSM Sports 150mm-600mm Lens Arca / RRS Sunway,,4.4,18,,Good (4-4.5),0.34000985607235523,SUNWAYFOTO,
B019YNAN3C,3 Power Outlet Cord Reel 5FT White,12.48,3.9,26,Budget (<$20),Average (3.5-4),0.2900144942240517,3,3.191815856777494
B019YOFUF2,"Fitband Fun ""Live, Love, Laugh Fitness Band Accessory for Fitbit® Charge, Charge HR, Charge 2, Teslasz",,3.8,165,,Average (3.5-4),0.28009508210977924,Fitband,
B019YOYEYK,MyPilotPro Mount for GoPro,69.95,4.6,233,Mid ($50-100),Excellent (4.5-5),0.3601345063991999,MyPilotPro,15.173535791757052
B019YQ80QG,Scosche HD57684 4-Way HD 5x7 Design Speaker Set with 200 Watts Peak/50 Watts RMS Per Speaker,,4.0,55,,Average (3.5-4),0.30003130752395174,Scosche,
B019YSTOFA,Clear Mini Keyboard GH60 Plastic Case for 60% Mechanical Gaming Keyboard Comp.,,4.4,16,,Good (4-4.5),0.3400086965344311,Clear,
B019YTBWJ0,"WANDF Water Resistant Backpack Rain Cover for Up-to 20 Inches Backpacks, Black",,3.8,21,,Average (3.5-4),0.28001159537924136,WANDF,
B019YV65FY,Rangale CPU Cooling Fan for MSI GE60 MS-16GA MS-16GC CPU-VGA E33-0800401-MC2 PAAD06015SL,,3.9,29,,Average (3.5-4),0.2900162335309379,Rangale,
B019Z1TLEA,Vivitar Selfie Stick with Aux-in Wired Shutter Release (Black),35.0,3.6,172,Low ($20-50),Average (3.5-4),0.26009914049251376,Vivitar,9.695290858725762
B019Z2HJL6,TEKCAM Action Camera Waterproof Case Underwater Protective Housing Case Compatible with AKASO EK7000/REMALI CaptureCam/Apexcam/Vemont/HLS/Jadfezy/AWOLFANG GA300 Action Camera,9.99,4.4,495,Budget (<$20),Good (4-4.5),0.340286405867262,TEKCAM,2.2653061224489797
B019Z2HJMU,TEKCAM Professional SJ4000 WiFi Waterproof Case Protective Compatible with AKASO EK7000 EK5000/DBPOWER/Prymax 4K/COOAU/GeeKam/RUNME R2 Waterproof Sport Action Camera,9.99,4.1,83,Budget (<$20),Good (4-4.5),0.31004754105488963,TEKCAM,2.43065693430657
B019Z2XZN2,co2CREA Hard Travel Case for Anker PowerCore 10000 10000mAh Smallest and Lightest External Batteries,,4.4,110,,Good (4-4.5),0.34006319481686553,co2CREA,
B019Z347QU,Syba SY-ADA20084 USB 3.0 Type A Male to Micro B Adapter,6.95,4.0,54,Budget (<$20),Average (3.5-4),0.3000307277549897,Syba,1.7331670822942644
B019Z3QJGQ,"Rockville RVL69W 6x9 300w Competition Cast Aluminum Car Subwoofer Mid-Bass+Lows,Black",59.95,4.1,85,Mid ($50-100),Good (4-4.5),0.31004870059281375,Rockville,14.58637469586375
B019Z3QJH0,"Rockville RVL6KIT 6.5"" 800Watt/Pair Component Car Audio Speakers Aluminum Cone",77.07,4.6,70,Mid ($50-100),Excellent (4.5-5),0.3600400040583827,Rockville,16.718004338394795
B019Z3RW9Y,Rockville 50 Farad 24V Surge Hybrid Ion Capacitor Voltage+Amperage Meter (RXC50D),119.95,4.1,81,Mid-High ($100-200),Good (4-4.5),0.3100463815169655,Rockville,29.184914841849153
B019Z3RZ46,"Rockville RXM-S6 Marine/Boat 6 Channel Amplifier 2600 Watt Peak / 660W Dyno-Certified RMS With Status Mode LED Indicator, White",,4.1,379,,Good (4-4.5),0.3102191526676619,Rockville,
B019Z4BR6W,Easy Style 65W Ac Adapter Laptop Charger for HP 2000-2B19WM 2000-2D19WM 2000-2C29WM 2000-2D49WM 2000-2B09WM 2000-2D24DX 2000-329WM 2000-2C29WM 2000-2A20NR 2000-2B44DX 584037-001 608425-002 677774-004,,4.5,717,,Good (4-4.5),0.35041511457684116,Easy,
B019Z7FYG8,"Shadow cadeve 3-Button Water-Proof USB Symmetrical Optical High Precision Wired Mouse Compatible with Mac and PC (B003W), Black",,4.2,64,,Good (4-4.5),0.32003652544461036,Shadow,
B019Z8T9J0,QOTOM-Q320G4 Barebone Industrial PC Gateway Router for pfSense - Intel Celeron 3805U 4 Gigabit NICs,,3.6,68,,Average (3.5-4),0.2600388445204586,QOTOM-Q320G4,
B019ZB6XJQ,"iCoverCase for iPad Mini 4 Case, Ultra-Thin Transparent Soft TPU Back Cover Flexible Protective Case for iPad Mini 4 7.9"" (Pink)",,4.4,280,,Good (4-4.5),0.3401617555404172,iCoverCase,
B019ZC7VVE,"iPad Air Case, iCoverCase Ultra-thin Silicone Back Cover Clear Plain Soft TPU Gel Rubber Colorful Skin Case Protector Shell for Apple iPad Air/iPad 5 9.7"" (Clear)",7.99,4.3,98,Budget (<$20),Good (4-4.5),0.3300562375893207,iPad,1.8538283062645013
B019ZMTIJ2,Genuine LG AKB74475401 SMART LED HDTV REMOTE CONTROL(AGF76631042),8.0,4.6,404,Budget (<$20),Excellent (4.5-5),0.36023364689171367,Genuine,1.7353579175704992
B019ZQS4N4,"iexcell 2 Pcs 1 Male to 2 Female RCA Speaker Splitter Shielding Cable Adapter, Blue",11.98,4.6,2967,Budget (<$20),Excellent (4.5-5),0.3617195947414955,iexcell,2.5986984815618226
B019ZTS5RG,Optix P.RA 3528 5050 SMD RGB AC 100-240V to DC 12V 2A Power Supply Converter Adapter w/LED Light Strips Plug Free Male and Female Jack,,4.0,14,,Average (3.5-4),0.30000753699650695,Optix,
B019ZU8QSI,LaCie 8TB Porsche Design P'9233 Desktop Hard Drive for Mac and Windows PC with USB Port and Air Duster Bundle,,3.5,7,,Below Avg (3-3.5),0.2500034786137724,LaCie,
B019ZXHJQ0,"SwissGear Maxxum Double Zipper Backpack With 16"" Laptop Pocket, Black/Red",,4.6,227,,Excellent (4.5-5),0.3601310277854275,SwissGear,
B019ZZBCC0,"Acer Aspire One 14"" Cloudbook AO1-431-C8G8 Laptop PC with Intel Celeron N3050, 2GB Memory, 32GB eMMC, Windows 10 and Office 365 Personal Mineral Gray",99.99,2.8,59,Mid ($50-100),Poor (<3),0.18003362659979996,Acer,35.58362989323844
B019ZZQ0FY,"Bellagio-Italia Old World Book Box, Persian - Stores up to 144 DVDs, CDs, Blu-Rays or Valuables- Stores Cover Art - Acid Free Sheets",79.99,4.4,169,Mid ($50-100),Good (4-4.5),0.3400974011856276,Bellagio-Italia,18.13832199546485
B01A00BN8W,"iPad Mini Case, iPad mini 2/3 Case - TheONE Stand Case with Auto Sleep/Wake Function for Apple iPad Mini, iPad Mini 2 & 3- Pink",,3.6,69,,Average (3.5-4),0.2600394242894207,iPad,
B01A00BPPS,"EnergyPal Pad Air 2 case, PU Leather Stand Case with Auto Sleep/Wake Function for iPad Air 2-DarkGreen",,3.2,26,,Below Avg (3-3.5),0.22001449422405175,EnergyPal,
B01A00K3RY,Topzone 6 AC Wall Outlet Mount Surge Protector Adapter with Dual USB Charging Ports,,4.2,28,,Good (4-4.5),0.32001565376197594,Topzone,
B01A0B0L5C,Lume Cube - Dual Pack (Gunmetal Grey),,4.0,35,,Average (3.5-4),0.3000197121447104,Lume,
B01A0CBDTO,ASUS R7360-OC-2GD5-V2 Graphic Cards,,3.8,11,,Average (3.5-4),0.28000579768962064,ASUS,
B01A0DH69E,"Lume Cube - LED Light for Photo, Video, and Content Creation - 1,500 Lumens - Portable, Durable, Waterproof (Two Pack - Black)",,4.3,97,,Good (4-4.5),0.3300556578203586,Lume,
B01A0EZZVE,FITUEYES Glass Desktop Stand Computer Monitor Riser for Single Monitor+Laptop or Desktop DT106006GC,,4.7,532,,Excellent (4.5-5),0.3703078573188585,FITUEYES,
B01A0FN95M,Lume Cube - Mounting Bar for GoPro/Action Cameras (Black - Mounting Bar),,4.2,102,,Good (4-4.5),0.32005855666516897,Lume,
B01A0FQFBC,"BenQ DLP Video Projector - XGA Display, 3300 Lumens, HDMI, 13,000:1 Contrast, 3D-Ready Projector (MX525A)",189.97,4.1,35,Mid-High ($100-200),Good (4-4.5),0.31001971214471036,BenQ,46.22141119221412
B01A0KON2K,"JUANWE 5 Pack 16GB USB Flash Drive USB 2.0 Thumb Drives Jump Drive Fold Storage Memory Stick Pen - Blue/Purple/Pink/Green/Orange(16GB,5 Mixed Color)",,4.6,141,,Excellent (4.5-5),0.3600811676546896,JUANWE,
B01A0MTUAS,Thermaltake LUXA2 Lavi L Wireless Bluetooth 4.0 On-Ear Headphone AD-HDP-PCLLBK-00,19.01,4.2,198,Budget (<$20),Good (4-4.5),0.32011421448552757,Thermaltake,4.515439429928741
B01A0RUZ3E,LuettBiden Screen Protector SS3,,3.4,60,,Below Avg (3-3.5),0.24003420636876205,LuettBiden,
B01A0TSHR8,"TFT Touch Screen, Kuman 3.5 inch 320x480 Resolution TFT LCD Display with Protective Case + 3 x Heat Sinks+ Touch Pen for Raspberry Pi 3 Model B, Pi 2 Model B & Pi Model B (TFT Touch Screen) …",28.99,3.9,378,Low ($20-50),Average (3.5-4),0.29021857289869984,TFT,7.414322250639386
B01A0V1OXU,JUANWE USB Flash Drive USB 2.0 Thumb Drives Fold Storage Memory Stick Pen ((8) 5 Pack 16GB),,4.2,6,,Good (4-4.5),0.3200028988448104,JUANWE,
B01A0VMV4G,Headphone-1,,3.1,126,,Below Avg (3-3.5),0.2100724711202586,Headphone-1,
B01BT50XU6,Sony Alpha a6000 Mirrorless Camera w/ 16-50mm & 55-210mm Lens & Four 32GB SD Card Bundle,,4.7,62,,Excellent (4.5-5),0.37003536590668623,Sony,
B01A0ZJHXA,"GS8000L Car DVR 1080P,HD Traveling Driving Data Recorder Camcorder Vehicle Camera Night Version Dashboard Dash Cam with 140 Degree Angle View Black",,3.7,23,,Average (3.5-4),0.27001275491716553,GS8000L,
B01A0ZRQTW,ViewSonic XG2700-4K 27 Inch 60Hz 4K Gaming Monitor with FreeSync Eye Care Advanced Ergonomics HDMI and DP,,4.0,52,,Average (3.5-4),0.30002956821706556,ViewSonic,
B01A0ZRR50,"ViewSonic XG2401 24 Inch 1080p 1ms 144 Hz Gaming Monitor with FreeSync Premium Eye Care Advanced Ergonomics HDMI and DP,Black",,4.6,890,,Excellent (4.5-5),0.360515414607279,ViewSonic,
B01A13IGEW,"GS8000L Car DVR 1080P,HD Traveling Driving Data Recorder Camcorder Vehicle Camera Night Version Dashboard Dash Cam with 140 Degree Angle View Black,Come with 32GB TF Memory Card",,3.0,28,,Poor (<3),0.20001565376197586,GS8000L,
B01A142WB4,Brickhouse Security GPS Tracker for Vehicles- TrackPort OBD II Tracking Device- Tracker for Car Location and Speed- Mini OBD GPS Tracker for Vehicles- GPS Trackers- Subscription Required,23.95,4.2,854,Low ($20-50),Good (4-4.5),0.3204945429246446,Brickhouse,5.688836104513064
B01A15HK6K,"Modern Style Earphone Replacement by Wires That Work (Gold and White) Stereo Earbuds, Headphones, Headset Ear Phones w/Mic & Remote for iPhone, iPod, iPad, Android & MP3",,3.4,33,,Below Avg (3-3.5),0.24001855260678617,Modern,
B01A16AQCE,"Skar Audio TX46 4"" x 6"" 140W 2-Way Elite Coaxial Car Speakers, Pair",,4.6,505,,Excellent (4.5-5),0.3602922035568826,Skar,
B01A1CICCY,Sony GTKXB7LC High Power Home Audio System with Bluetooth,,4.5,102,,Good (4-4.5),0.35005855666516894,Sony,
B01A1F94GY,Dancing Water Show Fountain Speakers/Water Dancing Speaker/Dancing Water Speaker/Computer Speakers/Mp3 Speakers (Black),,4.0,63,,Average (3.5-4),0.3000359456756483,Dancing,
B01A1G48RI,"Gskyer Telescope, 600x90mm AZ Astronomical Refractor Telescope, German Technology Scope",,3.7,22,,Average (3.5-4),0.27001217514820347,Gskyer,
B01A1GUIYK,Puget Systems Acrylic Development Enclosure for NVIDIA Jetson TK1,41.51,3.5,9,Low ($20-50),Below Avg (3-3.5),0.25000463815169655,Puget,11.826210826210826
B01A1HL9V0,"Garmin DriveSmart 70 NA LMT GPS Navigator System with Lifetime Maps and Traffic, Smart Notifications, Voice Activation, and Driver Alerts",397.99,3.7,108,High ($200-500),Average (3.5-4),0.27006203527894135,Garmin,107.27493261455525
