parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B0BSXW639V,"ASUS VivoBook 17X 17.3 60Hz FHD Home & Business Laptop (AMD Ryzen 7 5800H 8-Core, 16GB RAM, 2TB PCIe SSD, AMD Radeon, (1920x1080), WiFi, Bluetooth, Backlit KB, Webcam, Win 11 Home) with Hub",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB SO-DIMM"", ""Brand"": ""ASUS"", ""Series"": ""VivoBook 17X"", ""CPU Model"": ""Core i7-1065G7"", ""Processor"": ""3.2 GHz core_i7_1065g7"", ""Hard Drive"": ""2 TB SSD"", ""Model Name"": ""VivoBook 17X"", ""Item Weight"": ""4.9 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""3.9 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""2 TB"", ""Processor Brand"": ""AMD"", ""Special Feature"": ""Backlit Kb"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 66919, ""Traditional Laptop Computers"": 12996}, ""Hardware Platform"": ""PC"", ""Item model number"": ""X712JA-211.VBSB-2537-226435"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""10 x 15.75 x 1 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""November 2, 2021"", ""Graphics Coprocessor"": ""AMD Radeon"", ""Hard Drive Interface"": ""USB 3.2"", ""Number of Processors"": ""8"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""10 x 15.75 x 1 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""17.3 Inches""}",879.99,4.5,30,16,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B0BT2NNWJ1,"2020 HP 14"" HD (1366 x 768) Thin and Light Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 64GB eMMC, HDMI, WiFi, Bluetooth, Windows 10 S, 1 Year Microsoft 365, Snowflake White",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""snowflake white"", ""Series"": ""HPI-20H79UT#ABA"", ""Voltage"": ""3.7 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Xeon"", ""Processor"": ""Xeon"", ""Hard Drive"": ""SSD"", ""Model Name"": ""HPI-20H79UT#ABA"", ""Resolution"": ""720p"", ""Item Weight"": ""3.1 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.8 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11a"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 S"", ""Best Sellers Rank"": {""Computers & Accessories"": 8935, ""Traditional Laptop Computers"": 1231}, ""Item model number"": ""14-dq0002"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""12.76 x 8.76 x 0.71 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""October 3, 2020"", ""Number of Processors"": ""2"", ""Hard Disk Description"": ""SSD"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""12.76 x 8.76 x 0.71 inches"", ""Rear Webcam Resolution"": ""720 Pixels"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""5400"", ""Standing screen display size"": ""14 Inches""}",201.99,4.3,831,13,"Standing screen display size, RAM, Batteries, Graphics Card Description, Screen Resolution"
B002Q8HNFO,"ASUS K50IJ-X8 16-Inch Laptop (2.2 GHz Intel Pentium T6600 Processor, 4GB DDR2, 500GB HDD, Windows 7 Home Premium) Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Pentium"", ""CPU Speed"": ""2.2 GHz"", ""Processor"": ""2.2 GHz pentium"", ""Hard Drive"": ""500 GB HDD"", ""Item Weight"": ""6 pounds"", ""Screen Size"": ""16 Inches"", ""Memory Speed"": ""2.2 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7"", ""Item model number"": ""K50IJ-X8"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""14.8 x 10.24 x 1.4 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Number of Processors"": ""2"", ""Hard Disk Description"": ""HDD"", ""Max Screen Resolution"": ""1366 x 768 pixels"", ""Item Dimensions  LxWxH"": ""14.8 x 10.24 x 1.4 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""16 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}",,3.7,47,15,"Standing screen display size, CPU Speed, RAM, Batteries, Graphics Card Description"
B003ANRTRQ,ASUS UL50VT-X1 Thin and Light 15.6-Inch Laptop (Black),Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB SO-DIMM"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Series"": ""UL50VT"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core 2 Duo"", ""Processor"": ""1.3 GHz intel_core_2_duo"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""UL50VT"", ""Item Weight"": ""5.2 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti Glare Coating"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium (64 bit)"", ""Item model number"": ""UL50VT-X1"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""DVD SuperMulti"", ""Product Dimensions"": ""15.4 x 10.4 x 1.05 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""March 2, 2010"", ""Graphics Coprocessor"": ""NVG210M"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768 Pixels"", ""Graphics Card Ram Size"": ""512 MB"", ""Item Dimensions  LxWxH"": ""15.4 x 10.4 x 1.05 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""11.0, 4.0 Hours""}",,4.1,10,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BVJ14ZV3,"Targus Classic Commuter/School Backpack, Black Backpack for laptops up to 15.6-inches, Lightweight Backpack for Women and Men, Laptop Backpack 9.5L Capacity, Black (TBB626GL)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Backpacks""]","{""Brand"": ""Targus"", ""Color"": ""Black"", ""Department"": ""Unisex Adult"", ""Item Weight"": ""1 pounds"", ""Manufacturer"": ""Targus"", ""Best Sellers Rank"": {""Laptop Backpacks"": 6065}, ""Country of Origin"": ""USA"", ""Product Dimensions"": ""12.5 x 5.5 x 18 inches"", ""Date First Available"": ""December 16, 2021"", ""Item Dimensions  LxWxH"": ""12.5 x 5.5 x 18 inches"", ""Standing screen display size"": ""15.6 Inches""}",29.99,4.3,2320,1,Standing screen display size
B002PY7P02,Dell Inspiron Mini 1011 10.1-Inch Obsidian Black Netbook - Up to 8 Hours 8 Minutes of Battery Life (Windows 7 Starter),Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""1 GB DDR2"", ""Brand"": ""Dell"", ""Color"": ""Premium Obsidian Black Finish"", ""Series"": ""Inspiron Mini"", ""Voltage"": ""240 Volts"", ""CPU Model"": ""Intel Atom N450"", ""Processor"": ""1.6 GHz intel_atom_n450"", ""Hard Drive"": ""160 GB"", ""Model Name"": ""Inspiron Mini"", ""Item Weight"": ""3.2 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""Lithium_ion"", ""Memory Speed"": ""533 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Starter"", ""Hardware Platform"": ""PC"", ""Item model number"": ""iM10v-2679OBK"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.27 x 1.1 x 7.16 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""10.27 x 1.1 x 7.16 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""8 Hours""}",,3.3,64,14,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Number of USB 2.0 Ports"
B0BVZH49VZ,"2020 HP Pavilion 15.6"" FHD 1920 x 1080 Laptop AMD Ryzen 5 4500U 8GB SDRAM 512GB SSD Windows 10 Horizon Blue",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""Horizon Blue"", ""Series"": ""Pavilion\u00a015-EH1052"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Ryzen 5 4500U"", ""Processor"": ""2.3 GHz ryzen_5_4500u"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""Pavilion\u00a015-EH1052"", ""Item Weight"": ""3.73 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2.3 GHz"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""Bluetooth, 802.11a"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""AMD"", ""Special Feature"": ""Numeric Keypad"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 51726, ""Traditional Laptop Computers"": 9870}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""15-eh0090wm"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""14.18 x 9.21 x 0.7 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""November 20, 2020"", ""Graphics Coprocessor"": ""AMD Radeon Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""6"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""14.18 x 9.21 x 0.7 inches"", ""Rear Webcam Resolution"": ""1 MP"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""7.25 Hours""}",498.0,4.4,123,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BWPLZ5NQ,DR.BATTERY 0C52861 0c52862 0c52862 Battery Compatible with Lenovo ThinkPad T440 T440s L450 L460 L470 T450 T450s T460 T460P T470P T550 T560 W550s X250 45N1125 45N1126 45N1127 45N1128 [10.8V/48Wh],All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""DR. BATTERY"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Department"": ""Lenovo"", ""Unit Count"": ""1.0 Count"", ""Item Weight"": ""10.9 ounces"", ""Manufacturer"": ""Richmond International Technology Corp"", ""Best Sellers Rank"": {""Electronics"": 90956, ""Laptop Batteries"": 1441}, ""Item model number"": ""X240"", ""Product Dimensions"": ""8.07 x 1.97 x 0.79 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""March 10, 2021"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Indoor, Office, Outdoor""}",39.99,4.1,62,1,Batteries
B0082PT95W,"Lenovo IdeaPad U410 437629U 14-Inch Ultrabook (1.8GHz Intel Core i3-3217U Processor, 4GB DDR3, 500GB HDD, 32GB SSD, NVIDIA Geforce GT 610M 1GB DDR3, Windows 7 Home Premium) Graphite Gray",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Graphite Gray"", ""Series"": ""IdeaPad U410"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i3-3217U"", ""Processor"": ""1.8 GHz Core_i3_3217U"", ""Hard Drive"": ""500 GB hybrid_drive"", ""Item Weight"": ""4.1 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""1.8 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 7"", ""Flash Memory Size"": ""32"", ""Hardware Platform"": ""PC"", ""Item model number"": ""437629U"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""No ODD"", ""Product Dimensions"": ""13.5 x 0.83 x 9.2 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""June 24, 2012"", ""Graphics Coprocessor"": ""NVIDIA Geforce GT 610M"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768"", ""Graphics Card Ram Size"": ""1 MB"", ""Item Dimensions  LxWxH"": ""13.5 x 0.83 x 9.2 inches"", ""Rear Webcam Resolution"": ""720 MP"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""8 Hours""}",,3.0,17,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Hard Drive Interface"
B00370D4S0,Dell E/Port Plus - Port replicator Docking Station For Dell Latitude E-series / Precision,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Docking Stations""]","{""Brand"": ""Dell"", ""Wattage"": ""130 watts"", ""Item Weight"": ""1.6 Pounds"", ""Manufacturer"": ""Dell - Imsourcing"", ""Connector Type"": ""atg"", ""Output Wattage"": ""130 Watts"", ""Best Sellers Rank"": {""Computers & Accessories"": 134269, ""Laptop Docking Stations"": 3227}, ""Item model number"": ""430-3114"", ""Compatible Devices"": ""Laptop"", ""Product Dimensions"": ""7.09 x 12.2 x 2.8 inches"", ""Date First Available"": ""May 26, 2009"", ""Item Dimensions LxWxH"": ""7.09 x 12.2 x 2.8 inches"", ""Item Dimensions  LxWxH"": ""7.09 x 12.2 x 2.8 inches"", ""Number of USB 2.0 Ports"": ""5"", ""Is Discontinued By Manufacturer"": ""No""}",85.99,3.5,56,1,Number of USB 2.0 Ports
B0BWXLK8K2,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i3-10110U, 4GB DDR4, 128GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, Windows 10 in S mode, A515-54-37U3,Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR4"", ""Brand"": ""acer"", ""Color"": ""Silver"", ""Series"": ""A515-54-37U3"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core i3"", ""Processor"": ""4.1 GHz apple_ci3"", ""Hard Drive"": ""128 GB SSD"", ""Model Name"": ""A515-54-37U3"", ""Item Weight"": ""3.96 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ax"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Kb"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 S"", ""Best Sellers Rank"": {""Computers & Accessories"": 42044, ""Traditional Laptop Computers"": 7602}, ""Flash Memory Size"": ""128"", ""Item model number"": ""A515-54-37U3"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""14.31 x 9.86 x 0.71 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""November 19, 2019"", ""Graphics Coprocessor"": ""Integrated"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 x 1080"", ""Graphics Card Ram Size"": ""2 MB"", ""Item Dimensions  LxWxH"": ""14.31 x 9.86 x 0.71 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""0.01 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}",299.0,4.2,371,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BX85LFW8,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR4"", ""Brand"": ""Acer"", ""Color"": ""Silver"", ""Series"": ""A515-56-347N"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core I3 1115G4"", ""Processor"": ""4.1 GHz core_i3_1115g4"", ""Hard Drive"": ""128 GB SSD"", ""Model Name"": ""A515-56-347N"", ""Item Weight"": ""3.64 pounds"", ""Screen Size"": ""15.6 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Amazon Alexa"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 S"", ""Best Sellers Rank"": {""Computers & Accessories"": 142, ""Traditional Laptop Computers"": 11}, ""Flash Memory Size"": ""128 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NX.AASAA.005"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""14.31 x 0.7 x 9.39 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""November 18, 2022"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920x1080"", ""Item Dimensions  LxWxH"": ""14.31 x 0.7 x 9.39 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches""}",299.99,4.3,2458,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BXCK15XG,VSDISPLAY HD-MI VGA DVI Audio LCD Driver Board for 17inch 1920x1200 1CCFL 30Pin LCD Panel LP171WU1 LTN170U1 LTN170U2 LP171WU3 B170UW01 LTN170CT01 LTN170CT05,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Replacement Screens""]","{""Brand"": ""VSDISPLAY"", ""Color"": ""Resolution:1920x1200"", ""Item Weight"": ""3.2 ounces"", ""Screen Size"": ""17 Inches"", ""Display Type"": ""LCD"", ""Manufacturer"": ""VSDISPLAY"", ""Best Sellers Rank"": {""Computers & Accessories"": 107333, ""Laptop Replacement Screens"": 4780}, ""Package Dimensions"": ""9.02 x 5.51 x 1.1 inches"", ""Date First Available"": ""December 19, 2016"", ""Connectivity Technology"": ""VGA"", ""Standing screen display size"": ""17 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",29.99,4.3,69,3,"Standing screen display size, Screen Size, Display Type"
B0BXDB87KJ,"ALLDOCUBE GT Book Windows 11 Laptop 14-inch, Intel 11st-gen JasperLake N5100, Quad Core, 12GB RAM 256GB SSD, 14"" FHD IPS Display, WiFi 6, Bluetooth 5.1, Type C, Laptop with Backlit Keyboard",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""12 GB LPDDR4"", ""Brand"": ""ALLDOCUBE"", ""Color"": ""Gray"", ""Series"": ""GTBook laptop"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron N"", ""Processor"": ""2.79 GHz celeron_n"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""GTBook laptop"", ""Item Weight"": ""2.97 pounds"", ""Screen Size"": ""14.1 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11a/g/n/ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11"", ""Best Sellers Rank"": {""Computers & Accessories"": 60462, ""Traditional Laptop Computers"": 11911}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""i1405"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No"", ""Product Dimensions"": ""12.7 x 8.15 x 0.66 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""February 15, 2023"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""12 GB"", ""Item Dimensions  LxWxH"": ""12.7 x 8.15 x 0.66 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""14.1 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}",339.0,4.2,149,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BZ4L9RTK,"PYS Laptop Privacy Screen Shield 14 Inch, Privacy Screen Protector for 14In Laptop 16:9 Aspect Ratio,Anti Glare/Blue Light/Scratch Compatible with Lenovo/HP Envy/Dell/Acer/Samsung/Asus/Toshiba",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Screen Protectors""]","{""Brand"": ""PYS"", ""Color"": ""black"", ""Series"": ""laptop privacy screen"", ""Material"": ""Polyethylene Terephthalate"", ""Unit Count"": ""1.0 Count"", ""Finish Type"": ""Matte"", ""Item Weight"": ""4.2 ounces"", ""Screen Size"": ""14 Inches"", ""Manufacturer"": ""PYS"", ""Item Hardness"": ""9H"", ""Special Feature"": ""Privacy,Anti-fingerprint,Anti-Glare"", ""Best Sellers Rank"": {""Computers & Accessories"": 26712, ""Laptop Screen Protectors"": 448}, ""Country of Origin"": ""China"", ""Item model number"": ""laptop screen protector 14 inch"", ""Compatible Devices"": ""HP Pavilion 14\uff0cHP Chromebook 14\uff0cHP Stream 14, Acer Chromebook 14\uff0cAcer Aspire 14\"" 16:9, DELL\uff0cAcer\uff0cSamsung\uff0cLenovo, ASUSHP Pavilion 14\uff0cHP Chromebook 14\uff0cHP Stream 14, Acer Chromebook 14\uff0cAcer Aspire 14\"" 16:9, DELL\uff0cAcer\uff0cSamsung\uff0cLenovo, ASUS  See more"", ""Product Dimensions"": ""24\""L x 7\""W"", ""Date First Available"": ""November 30, 2021"", ""Item Dimensions  LxWxH"": ""24 x 7 x 0.01 inches"", ""Compatible Phone Models"": ""laptop privacy screen 14 inch Laptop (16:9\uff0cWIDTH: 12 3/16\"" (310 mm), HEIGHT: 6 7/8\"" (175 mm)), Compatible With Chromebook Hp Envy/Dell/Asus/Acer/Samsung/Lenovolaptop privacy screen 14 inch Laptop (16:9\uff0cWIDTH: 12 3/16\"" (310 mm), HEIGHT: 6 7/8\"" (175 mm)), Compatible With Chromebook Hp Envy/Dell/Asus\u2026  See more"", ""Standing screen display size"": ""14 Inches""}",21.99,4.3,454,2,"Standing screen display size, Screen Size"
