category,type,product_count,num_children
Wearable Technology: Smart Tracking,true_leaf,2,0
Dell Monitor Promotion,true_leaf,2,0
Adapters & Connectors,true_leaf,2,0
Cases with Band,true_leaf,2,0
Bestselling Renewed Home Entertainment,true_leaf,2,0
Power-Distribution Components,true_leaf,2,0
Spring Cleaning in Electronics Accessories,true_leaf,2,0
HP Scanners,true_leaf,2,0
Duo Series 2-in-1s Ultrabooks,true_leaf,2,0
Amazon Unlimited Storage + Laptop Promotion,true_leaf,2,0
RV GPS,true_leaf,2,0
Back to School-Electronics On the Go,true_leaf,2,0
Doorbells & Chimes,true_leaf,2,0
Up to 47% off SteelSeries Prime Gaming Mouse,true_leaf,1,0
Monopod Heads,true_leaf,1,0
Portable Audio Spring Outlet,true_leaf,1,0
4-Camera Kits,true_leaf,1,0
Renewed Phones,true_leaf,1,0
Detachables,true_leaf,1,0
Samsung Gift Ideas,true_leaf,1,0
Cable Connection Protectors,true_leaf,1,0
Nokia Lumia 635 DOTD,true_leaf,1,0
HP Laptops,true_leaf,1,0
Devices with Enhanced Amazon Instant Video Viewing Experience,true_leaf,1,0
Big Savings in Home Audio & Headphones,true_leaf,1,0
Dell Tablet Accessories,true_leaf,1,0
Binding Machine Supplies,true_leaf,1,0
All Sony Camera & Photo,true_leaf,1,0
All Camera & Photo,true_leaf,1,0
Processors,true_leaf,1,0
iPad Air Accessories,true_leaf,1,0
Traditional Camcorders,true_leaf,1,0
HP Laptop Sleeves,true_leaf,1,0
LG,true_leaf,1,0
Designed for Flip,true_leaf,1,0
Home Theater Projectors,true_leaf,1,0
Cases & Covers,true_leaf,1,0
Toshiba Netbook Accessories,true_leaf,1,0
Qualifying Audible Devices,true_leaf,1,0
Fitness GPS Accessories from Garmin,true_leaf,1,0
Toshiba Laptops,true_leaf,1,0
Musical Instruments,true_leaf,1,0
Tab 2 10.1,true_leaf,1,0
"Deal of the Day | New Year, New Tech Gear",true_leaf,1,0
Valentine's Day,true_leaf,1,0
GoPro Accessories,true_leaf,1,0
Samsung Tab 2 7.0,true_leaf,1,0
Samsung Note 8.0,true_leaf,1,0
Power Packs,true_leaf,1,0
Logitech Universal Remotes,true_leaf,1,0
8-Channel,true_leaf,1,0
Deal of the Day: Up to 50% Off Select Tech Accessories,true_leaf,1,0
Wearable Technology: Wearables for Babies & Kids,true_leaf,1,0
Select Favorites in Computer Accessories,true_leaf,1,0
Shop Dell Desktops,true_leaf,1,0
iPad Pro Accessories,true_leaf,1,0
Wireless Components & Receivers,true_leaf,1,0
6 Month Financing,true_leaf,1,0
Featured Overstock in Mobile Electronics,true_leaf,1,0
Apple Bands,true_leaf,1,0
Midland Two-Way & Emergency Radios,true_leaf,1,0
Sennheiser Mics & Instrument Sets,true_leaf,1,0
Deep Discounts in Portable Audio & Accessories,true_leaf,1,0
Belkin Dynamic Coop,true_leaf,1,0
Mother's Day Gifts in Electronics Accessories,true_leaf,1,0
TomTom Dynamic Coop,true_leaf,1,0
Electronics $5 Store,true_leaf,1,0
Gaming PC,true_leaf,1,0
Presidents Day Deals Electronics On the Go,true_leaf,1,0
HDD Cooling Fans,true_leaf,1,0
Home Audio Outlet,true_leaf,1,0
Boston Acoustics Speakers,true_leaf,1,0
Surround Processors,true_leaf,1,0
PC Games,true_leaf,1,0
Printers,true_leaf,1,0
Pioneer Elite,true_leaf,1,0
Laptop Travel Accessories,true_leaf,1,0
Popular Electronics,true_leaf,1,0
Denon Receivers,true_leaf,1,0
Electronics Outlet,true_leaf,1,0
Computer Accessories & Peripherals Deal of the Day,true_leaf,1,0
Pyle Electronics Holiday Savings,true_leaf,1,0
Emerging Technologies,true_leaf,1,0
"30% off on Caseology iPhone Cases for iPhone X, iPhone 8/7 and iPhone 8Plus/7Plus Smartphones",true_leaf,1,0
HP Desktops,true_leaf,1,0
Power-Distribution Kits,true_leaf,1,0
Must-Have Gadgets for Summer Travel,true_leaf,1,0
Sensors,true_leaf,1,0
Deep Discounts in Car Electronics and GPS & Navigation,true_leaf,1,0
8-Camera Kits,true_leaf,1,0
HP Laptop Bags/Cases,true_leaf,1,0
Batteries & Adapters,true_leaf,1,0
Hunting and Fishing,true_leaf,1,0
Chromebook Savings,true_leaf,1,0
Microdrive,true_leaf,1,0
GPS & Navigation Holiday Deals,true_leaf,1,0
Free One Day Shipping | Mobile Electronics,true_leaf,1,0
HP Projectors,true_leaf,1,0
Fitness Headphones,true_leaf,1,0
New Intel Powered ASUS Tablets,true_leaf,1,0
Alarm Systems,true_leaf,1,0
Headphones & Components,true_leaf,1,0
Audio and Accessories,true_leaf,1,0
Radio & Clock Stocking Stuffers,true_leaf,1,0
Acer Laptops & Desktops Event,true_leaf,1,0
Gaming Desktops,true_leaf,1,0
Convertibles,true_leaf,1,0
MP3 Players with Android,true_leaf,1,0
SkullcandyHeadphones,true_leaf,1,0
Binocular Cases,true_leaf,1,0
Keycaps,true_leaf,1,0
TV Accessories - Home,true_leaf,1,0
Home Security Decals & Signs,true_leaf,1,0
Cases,intermediate_leaf,20168,3
Batteries,intermediate_leaf,4453,2
Screen Protectors,intermediate_leaf,3650,4
Monitors,intermediate_leaf,2840,3
Keyboards,intermediate_leaf,2670,2
Arm & Wristband Accessories,intermediate_leaf,2201,3
Internal Components,intermediate_leaf,2160,13
Tablet Accessories,intermediate_leaf,1822,7
Camcorders,intermediate_leaf,1361,1
External Hard Drives,intermediate_leaf,1306,1
Amplifiers,intermediate_leaf,1274,3
"Bags, Cases & Sleeves",intermediate_leaf,1233,8
Computers & Accessories,intermediate_leaf,1225,11
Camera & Photo,intermediate_leaf,1169,14
Antennas,intermediate_leaf,1071,2
Headphones & Earbuds,intermediate_leaf,1068,4
Battery Chargers,intermediate_leaf,836,2
Skins & Decals,intermediate_leaf,786,2
Accessories,intermediate_leaf,746,47
Audio & Video Accessories,intermediate_leaf,687,11
Cables & Interconnects,intermediate_leaf,588,15
Computer Cable Adapters,intermediate_leaf,506,9
Security & Surveillance,intermediate_leaf,441,7
Mounts,intermediate_leaf,399,1
MP3 & MP4 Player Accessories,intermediate_leaf,391,10
Subwoofers,intermediate_leaf,391,3
Cables,intermediate_leaf,341,12
Surveillance Cameras,intermediate_leaf,305,3
Computer Accessories & Peripherals,intermediate_leaf,292,18
Laptop Accessories,intermediate_leaf,286,13
Network Attached Storage,intermediate_leaf,273,2
Networking Products,intermediate_leaf,265,14
"Headphones, Earbuds & Accessories",intermediate_leaf,260,6
Cord Management,intermediate_leaf,260,6
Vehicle GPS,intermediate_leaf,252,1
Portable Audio & Video,intermediate_leaf,238,13
Car & Vehicle Electronics,intermediate_leaf,236,4
Computers & Tablets,intermediate_leaf,231,3
Televisions,intermediate_leaf,229,3
Monitor Accessories,intermediate_leaf,203,5
Vehicle Audio & Video Installation,intermediate_leaf,200,4
Camera Lenses,intermediate_leaf,198,2
Digital Cameras,intermediate_leaf,196,4
Bags & Cases,intermediate_leaf,196,8
Speakers,intermediate_leaf,193,13
Photo Studio,intermediate_leaf,177,8
Television & Video,intermediate_leaf,168,14
Lens Accessories,intermediate_leaf,167,9
Ethernet Cables,intermediate_leaf,160,4
Satellite Equipment,intermediate_leaf,159,2
Professional Video Accessories,intermediate_leaf,152,3
GPS System Accessories,intermediate_leaf,147,7
Tripods & Monopods,intermediate_leaf,146,6
Distribution,intermediate_leaf,143,3
Network Adapters,intermediate_leaf,137,4
Home Audio,intermediate_leaf,136,7
Accessories & Supplies,intermediate_leaf,135,7
Computer Components,intermediate_leaf,134,6
Filters & Accessories,intermediate_leaf,132,9
Fans & Cooling,intermediate_leaf,129,8
Car Electronics,intermediate_leaf,129,3
Tripod & Monopod Accessories,intermediate_leaf,125,2
Data Storage,intermediate_leaf,121,8
Video Surveillance,intermediate_leaf,119,4
Storage & Presentation Materials,intermediate_leaf,116,5
Desktops,intermediate_leaf,112,3
Wearable Technology,intermediate_leaf,110,7
Radios,intermediate_leaf,107,3
Lenses,intermediate_leaf,106,3
Lighting,intermediate_leaf,105,10
Digital Camera Accessories,intermediate_leaf,104,5
Service Plans,intermediate_leaf,100,2
Cleaning,intermediate_leaf,98,5
Telescope Accessories,intermediate_leaf,93,10
Flash Accessories,intermediate_leaf,91,6
Car Video,intermediate_leaf,89,10
Vehicle Electronics Accessories,intermediate_leaf,85,5
Flashes,intermediate_leaf,82,2
CB & Two-Way Radios,intermediate_leaf,80,3
Video,intermediate_leaf,74,7
Telephone Accessories,intermediate_leaf,73,6
Blank Media,intermediate_leaf,73,14
Power Accessories,intermediate_leaf,71,5
Home Audio Accessories,intermediate_leaf,69,8
Car Audio,intermediate_leaf,67,8
Projector Accessories,intermediate_leaf,66,7
Memory Cards,intermediate_leaf,64,6
Satellite Television,intermediate_leaf,63,3
Sports & Handheld GPS,intermediate_leaf,56,4
Input Devices,intermediate_leaf,56,5
Telescopes,intermediate_leaf,55,3
"Keyboards, Mice & Accessories",intermediate_leaf,54,4
Batteries & Chargers,intermediate_leaf,53,4
Amplifier Installation,intermediate_leaf,52,12
Speaker Parts & Components,intermediate_leaf,52,8
eBook Readers & Accessories,intermediate_leaf,51,10
Hard Drive Accessories,intermediate_leaf,51,5
Microscopes,intermediate_leaf,49,3
Turntables & Accessories,intermediate_leaf,47,1
Cables & Accessories,intermediate_leaf,46,2
Wireless & Streaming Audio,intermediate_leaf,44,2
Keyboard & Mice Accessories,intermediate_leaf,40,2
Car Safety & Security,intermediate_leaf,40,1
"GPS, Finders & Accessories",intermediate_leaf,39,6
Quadcopters & Accessories,intermediate_leaf,39,1
Speaker Accessories,intermediate_leaf,36,2
Memory Card Accessories,intermediate_leaf,36,3
External Components,intermediate_leaf,36,5
Optical Drives,intermediate_leaf,35,3
Underwater Photography,intermediate_leaf,34,4
DVD Players & Recorders,intermediate_leaf,33,2
"TV Mounts, Stands & Turntables",intermediate_leaf,31,3
USB Gadgets,intermediate_leaf,31,3
Cooling Pads & External Fans,intermediate_leaf,31,2
Film Cameras,intermediate_leaf,31,7
Home Theater,intermediate_leaf,30,4
Cleaning Equipment,intermediate_leaf,30,5
Camcorder Accessories,intermediate_leaf,30,1
Binoculars & Scopes,intermediate_leaf,28,5
Film Photography,intermediate_leaf,27,2
Surveillance Video Equipment,intermediate_leaf,26,6
"Household Batteries, Chargers & Accessories",intermediate_leaf,26,5
CB Radios & Scanners,intermediate_leaf,26,2
Power Strips & Surge Protectors,intermediate_leaf,24,2
New Arrivals - Electronics,intermediate_leaf,22,5
Speaker Installation,intermediate_leaf,21,6
Cleaning & Repair,intermediate_leaf,21,4
Amazon Device Accessories,intermediate_leaf,20,12
Home Audio Crossovers & Parts,intermediate_leaf,20,1
Receivers & Amplifiers,intermediate_leaf,20,3
Portable Speakers & Docks,intermediate_leaf,19,3
I/O Port Cards,intermediate_leaf,18,6
Laptops,intermediate_leaf,17,2
Battery & Charger Sets,intermediate_leaf,15,2
Marine Electronics,intermediate_leaf,15,11
Compact Radios & Stereos,intermediate_leaf,14,4
Blu-ray Players & Recorders,intermediate_leaf,14,1
Underwater Lighting,intermediate_leaf,14,3
Stereo System Components,intermediate_leaf,13,2
Office Electronics Accessories,intermediate_leaf,12,4
Lighting Controls & Modifiers,intermediate_leaf,11,5
Gaming Mice,intermediate_leaf,11,2
Darkroom Supplies,intermediate_leaf,11,5
Telescope & Microscope Accessories,intermediate_leaf,10,2
Webcams & VoIP Equipment,intermediate_leaf,10,3
Filter Accessories,intermediate_leaf,10,3
Bluetooth & FM Transmitters,intermediate_leaf,9,2
Light Meters & Accessories,intermediate_leaf,9,3
Thermal Paste & Pads,intermediate_leaf,8,2
Internal Optical Drives,intermediate_leaf,8,2
Tablet Replacement Parts,intermediate_leaf,7,5
Gifts for Grads,intermediate_leaf,7,1
CD & DVD Racks,intermediate_leaf,6,1
Strobe Lighting,intermediate_leaf,6,2
Lenses & Filters,intermediate_leaf,6,1
Lighting & Studio,intermediate_leaf,6,4
CD & Tape Players,intermediate_leaf,5,3
Blank Video Media,intermediate_leaf,5,4
Microscope Accessories,intermediate_leaf,5,2
Gaming Keyboards,intermediate_leaf,5,2
Media Storage,intermediate_leaf,4,1
Electronics Gift Guide - Top Tech for Gifting,intermediate_leaf,4,1
Mounting Accessories,intermediate_leaf,4,2
Gifts for Dads,intermediate_leaf,3,4
Aviation Electronics,intermediate_leaf,3,4
Amazon Devices,intermediate_leaf,3,2
Electronics,intermediate_leaf,2,206
Presentation Supplies,intermediate_leaf,2,1
Computers & Accessories Overstock Event,intermediate_leaf,2,2
Data Cables & Chargers,intermediate_leaf,2,1
Compound Microscopes,intermediate_leaf,1,3
Printers & Scanners,intermediate_leaf,1,1
Toshiba,intermediate_leaf,1,2
Batteries & Battery Packs,intermediate_leaf,1,1
Smart Home Security & Lighting,intermediate_leaf,1,4
Camera Supports & Stabilizers,intermediate_leaf,1,5
PC Gaming,intermediate_leaf,1,1
Warranties & Services,intermediate_leaf,1,2
