parent_asin,title,categories,main_category,price,average_rating,rating_number,details
B00AJ2NTRA,"ASUS U47A-RHI7N15 Laptop Computer with 14"" Screen / 3rd Gen Intel Core i7-3632QM 2.2 GHz Processor / Windows 8 / 8 GB DDR3 RAM Memory / Wireless-N / 1000 GB Hard Drive / HDMI / USB 3.0 / Up to 7 hours of battery life","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,16,"{""RAM"": ""8 GB DDR3"", ""Brand"": ""ASUS"", ""Series"": ""U47A-RHI7N15"", ""CPU Model"": ""Core i7"", ""CPU Speed"": ""2.2 GHz"", ""Processor"": ""2.2 GHz core_i7"", ""Hard Drive"": ""1 TB"", ""Model Name"": ""U47A-RHI7N15"", ""Item Weight"": ""7.1 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.2 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n, 802.11abg, 802.11a"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Hardware Platform"": ""PC"", ""Item model number"": ""U47A-RHI7N15"", ""Product Dimensions"": ""18.5 x 2.5 x 11 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""December 5, 2012"", ""Graphics Coprocessor"": ""Intel HD Graphics 4000"", ""Hard Drive Interface"": ""USB"", ""Item Dimensions  LxWxH"": ""18.5 x 2.5 x 11 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""7 Hours""}"
B07G2N5FL4,Apple Macbook Air MJVM2LL/A Intel i5 1.6GHz 8GB 128GB (Renewed),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,284.0,4.2,365,"{""RAM"": ""8 GB"", ""Brand"": ""Apple"", ""Color"": ""Silver"", ""Series"": ""MacBook Air"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5 5300U"", ""Processor"": ""1.6 GHz core_i5_5300u"", ""Hard Drive"": ""128 GB HDD"", ""Model Name"": ""MacBook Air"", ""Item Weight"": ""2.11 ounces"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""macOS 12 Monterey"", ""Best Sellers Rank"": {""Computers & Accessories"": 21304, ""Traditional Laptop Computers"": 3513, ""Climate Pledge Friendly: Computers"": 2789}, ""Flash Memory Size"": ""128 GB"", ""Hardware Platform"": ""Mac"", ""Item model number"": ""MJVM2LL/A"", ""Product Dimensions"": ""11.8 x 7.56 x 0.68 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""May 27, 2018"", ""Graphics Coprocessor"": ""Intel HD Graphics 6000"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""11.8 x 7.56 x 0.68 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}"
B00IQ4E0ZI,MSI G Series GP60 Leopard-010 15.6-Inch Laptop (Black),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,899.0,3.5,65,"{""RAM"": ""8 GB DDR3L SDRAM"", ""Brand"": ""MSI"", ""Color"": ""Black"", ""Series"": ""Laptop"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""Processor"": ""2.5 GHz core_i5"", ""Hard Drive"": ""8.18 GB HDD"", ""Model Name"": ""Laptop"", ""Item Weight"": ""5.29 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2.5 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""8.18 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Full Hd"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 8"", ""Item model number"": ""GP60 Leopard-010"", ""Optical Drive Type"": ""DVD SuperMulti"", ""Product Dimensions"": ""15.07 x 9.82 x 1.48 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""March 13, 2014"", ""Graphics Coprocessor"": ""NVIDIA Geforce GT840M"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920x1080"", ""Graphics Card Ram Size"": ""2000 MB"", ""Item Dimensions  LxWxH"": ""15.07 x 9.82 x 1.48 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}"
B00HXN8P2C,"Lenovo ThinkPad 20AN009CUS 14"" LED Notebook - Intel Core i7-4600M 2.90 GHz - Black","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,1000.0,3.7,10,"{""RAM"": ""8 GB DDR3L SDRAM"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""ThinkPad T440p"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.9 GHz core_i7"", ""Hard Drive"": ""240 GB Serial ATA-600"", ""Model Name"": ""ThinkPad T440p"", ""Item Weight"": ""1 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""3.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""240 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8 Professional"", ""Flash Memory Size"": ""240"", ""Hardware Platform"": ""PC"", ""Item model number"": ""20AN009CUS"", ""Optical Drive Type"": ""DVD-W"", ""Product Dimensions"": ""1 x 1 x 1 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""January 18, 2014"", ""Graphics Coprocessor"": ""NVIDIA GeForce GT 730M / Intel HD Graphics 4600"", ""Hard Drive Interface"": ""Serial ATA-600"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1600 x 900 Pixels"", ""Graphics Card Ram Size"": ""1 MB"", ""Item Dimensions  LxWxH"": ""1 x 1 x 1 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""1 RPM"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""12.7 Hours""}"
B071RCNXXZ,"HP 15.6"" HD Touchscreen Laptop Computer PC, 7th Gen Intel Kaby Lake Dual Core i5-7200U 2.5Ghz CPU, 8GB DDR4 RAM, 1TB HDD, DVDRW, USB 3.1, HDMI, WIFI, Webcam, Rj-45, Windows 10 Home","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.1,48,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""HP"", ""Series"": ""718000000000"", ""Voltage"": ""110 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Processor"": ""2.5 GHz core_i5"", ""Hard Drive"": ""1 TB mechanical_hard_drive"", ""Item Weight"": ""4.73 pounds"", ""Manufacturer"": ""hp"", ""Memory Speed"": ""2133 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn, 802.11b, 802.11b/g"", ""Processor Brand"": ""intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Item model number"": ""718000000000"", ""Screen Resolution"": ""1366 x 768"", ""Product Dimensions"": ""15.12 x 0.95 x 10.02 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""April 1, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 620"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""15.12 x 0.95 x 10.02 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}"
B071WVSL7N,"ASUS Chromebook C301SA 13.3 Inch (Intel Quad-Core Celeron, 4GB, 64GB eMMC, Metallic Grey)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,249.99,3.6,101,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""ASUS"", ""Color"": ""Silver"", ""Series"": ""C301SA-DB04"", ""Voltage"": ""19 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.6 GHz celeron"", ""Hard Drive"": ""64 GB Embedded MultiMediaCard"", ""Model Name"": ""C301SA-DB04"", ""Item Weight"": ""3 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1866 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""64 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Flash Memory Size"": ""64"", ""Item model number"": ""C301SA-DB04"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""9.1 x 13 x 0.8 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""July 18, 2016"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""9.1 x 13 x 0.8 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""10000 RPM"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""11 Hours""}"
B00AH4A950,"Acer S3-391-6046 13.3-inch Ultrabook, Intel Core i3-2367M, 4GB Memory, 320GB HDD and 20GB SSD, Windows 8","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,199.0,3.3,213,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""acer"", ""Series"": ""Aspire"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i3"", ""Processor"": ""core_i3"", ""Hard Drive"": ""320 GB HDD"", ""Model Name"": ""Aspire"", ""Resolution"": ""720p"", ""Item Weight"": ""2.98 pounds"", ""Screen Size"": ""13.3 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n, 802.11b, 802.11g"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Best Sellers Rank"": {""Computers & Accessories"": 97593, ""Traditional Laptop Computers"": 20362}, ""Flash Memory Size"": ""20"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NX.M4UAA.001"", ""Product Dimensions"": ""12.72 x 8.6 x 0.69 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""December 3, 2012"", ""Graphics Coprocessor"": ""Intel HD Graphics 3000"", ""Number of Processors"": ""2"", ""Hard Disk Description"": ""HDD, SSD"", ""Item Dimensions  LxWxH"": ""12.72 x 8.6 x 0.69 inches"", ""Graphics Card Description"": ""Integrated"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""5.5 Hours""}"
B001UQ6PYI,Toshiba Satellite A355-S6931 16.0-Inch Laptop,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,30,"{""RAM"": ""4 GB ddr2_sdram"", ""Brand"": ""Toshiba"", ""Series"": ""Toshiba Satellite"", ""CPU Model"": ""Intel Core 2 Duo"", ""CPU Speed"": ""2.13 GHz"", ""Processor"": ""2.13 GHz intel_core_2_duo"", ""Hard Drive"": ""320 GB HDD"", ""Model Name"": ""Toshiba Satellite"", ""Item Weight"": ""6.48 pounds"", ""Screen Size"": ""13.3 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11a"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows Vista Home Premium"", ""Item model number"": ""PSALWU-044013"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""10.5 x 15.1 x 1.36 inches"", ""Date First Available"": ""April 5, 2009"", ""Graphics Coprocessor"": ""integrated_graphics"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""10.5 x 15.1 x 1.36 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""13.3 Inches""}"
B01BBU2NBQ,"2016 Lenovo 15.6-Inch Business Laptop PC, Intel i3 Processor, 4GB Memory, 500GB HDD, LED-backlit HD Display, Webcam, HDMI, Bluetooth, Windows 7, Windows 10 Professional","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.7,12,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""Lenovo B50"", ""CPU Model"": ""Core i3"", ""Processor"": ""1.7 GHz core_i3"", ""Hard Drive"": ""500 GB HDD"", ""Model Name"": ""Lenovo B50"", ""Item Weight"": ""4.74 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Professional/ Windows 10 Pro"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Lenovo B50"", ""Product Dimensions"": ""15 x 10.3 x 1 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""January 10, 2016"", ""Graphics Coprocessor"": ""Intel HD Graphics 4400"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768)"", ""Item Dimensions  LxWxH"": ""15 x 10.3 x 1 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}"
B00O4RSPJI,"Lenovo Z50-70 Laptop Computer - 59436278 - Core i7-4510U, 8GB RAM, 1TB HDD, 15.6"" Full HD 1080p Display, NVidia 820M 2GB Graphics","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.5,59,"{""RAM"": ""8 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""59436278"", ""Voltage"": ""1.5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i7"", ""Processor"": ""2 GHz core_i7"", ""Hard Drive"": ""1 TB HDD"", ""Model Name"": ""59436278"", ""Item Weight"": ""5.3 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""3.1 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11abg"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 8"", ""Flash Memory Size"": ""1 TB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Z50-70"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""15.12 x 0.98 x 10.43 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""October 3, 2014"", ""Graphics Coprocessor"": ""NVIDIA GeForce"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 X 1080"", ""Item Dimensions  LxWxH"": ""15.12 x 0.98 x 10.43 inches"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}"
B07791F9JP,"2018 Lenovo Flex 5 14in IPS Touchscreen Full HD (1920x1080) 2-in-1 Laptop (Intel Quad Core i7-8550U, 256GB SSD, 8GB DDR4, NVIDIA 940MX, WiFi, Type C, Fingerprint, Windows 10 (Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]",Computers,,3.6,15,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Onyx Black"", ""Series"": ""Flex 5 14-Inch Convertible Laptop"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.8 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Flex 5 14-Inch Convertible Laptop"", ""Item Weight"": ""4.4 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2400 MHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""Bluetooth, 802.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Fingerprint"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Lenovo Flex 5 14 Series 2-in-1 Laptop"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""9.02 x 12.91 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""September 11, 2018"", ""Graphics Coprocessor"": ""Dedicated NVIDIA GeForce 940MX 2048MB GDDR5 VRAM"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Graphics Card Ram Size"": ""2 GB"", ""Item Dimensions  LxWxH"": ""9.02 x 12.91 x 0.78 inches"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches""}"
B09WJDLWXV,"2022 Newest HP Pavilion Laptop, 17"" HD+ (1600 x 900) LED Display, AMD Athlon Silver Processor, AMD Radeon Graphics, 16GB RAM, 1TB PCIe SSD, Long Battery Life, Wi-Fi 6, BT 5.0, Windows 10, Silver","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,399.0,4.1,231,"{""RAM"": ""16 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""Silver"", ""Series"": ""HP Pavilion"", ""CPU Model"": ""Athlon Silver 3050U"", ""Processor"": ""3.2 GHz athlon_silver_3050U"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""HP Pavilion"", ""Item Weight"": ""4.5 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""2666 MHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""AMD"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 73362, ""Traditional Laptop Computers"": 14452}, ""Hardware Platform"": ""PC"", ""Item model number"": ""Pavilion"", ""Package Dimensions"": ""20.5 x 13.5 x 2.5 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""March 25, 2022"", ""Graphics Coprocessor"": ""AMD Radeon Graphics"", ""Hard Drive Interface"": ""PCIE x 4"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1600 x 900 Pixels"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""5400.00"", ""Standing screen display size"": ""17.3 Inches""}"
B009RUS452,ASUS S56CA-WH31 15.6-Inch Ultrabook,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,359.99,3.5,160,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Series"": ""Asus"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i3"", ""CPU Speed"": ""1.8 GHz"", ""Processor"": ""1.8 GHz core_i3"", ""Hard Drive"": ""500 GB SSD"", ""Model Name"": ""Asus"", ""Item Weight"": ""4.6 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1600 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Flash Memory Size"": ""24"", ""Hardware Platform"": ""PC"", ""Item model number"": ""S56CA-WH31"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""DL DVD\u00b1RW/CD-RW"", ""Product Dimensions"": ""14.9 x 10.5 x 0.83 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 12, 2012"", ""Graphics Coprocessor"": ""Intel HD Graphics 4000"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768"", ""Item Dimensions  LxWxH"": ""14.9 x 10.5 x 0.83 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}"
B01BZCJTRQ,"Oemgenuine Lenovo ThinkPad T590 Laptop 15.6 Inch FHD Display 1920x1080, Intel Quad Core i7-8565U, 4GB RAM, 1TB SSD, Fingerprint, WiFi Intel AC-9560, W10P Business Laptop","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.8,13,"{""RAM"": ""4 GB DDR4"", ""Brand"": ""Oemgenuine"", ""Color"": ""Black"", ""Series"": ""Thinkpad T590"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.8 GHz core_i7"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""Thinkpad T590"", ""Item Weight"": ""3.86 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""4.6 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Fingerprint"", ""Card Description"": ""Integrated, Dedicated"", ""Operating System"": ""Windows 7 Professional"", ""Hardware Platform"": ""PC"", ""Item model number"": ""T590"", ""Product Dimensions"": ""14.4 x 9.76 x 0.75 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""February 1, 2016"", ""Graphics Coprocessor"": ""Intel UHD Graphics 620"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1080"", ""Item Dimensions  LxWxH"": ""14.4 x 9.76 x 0.75 inches"", ""Graphics Card Description"": ""Integrated, Dedicated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""15.6 Inches""}"
B004AP90R0,ASUS Eee PC 1001PX-EU17-BK 10.1-Inch Netbook (Black),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.7,75,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Series"": ""Eee PC"", ""Voltage"": ""240 Volts"", ""CPU Model"": ""Intel Atom"", ""Processor"": ""1.66 GHz intel_atom"", ""Hard Drive"": ""160 GB HDD"", ""Model Name"": ""Eee PC"", ""Item Weight"": ""2.8 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""Lithium_ion"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn, 802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator500"", ""Operating System"": ""Windows 7 Starter"", ""Hardware Platform"": ""PC"", ""Item model number"": ""1001PX-EU17-BK"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.31 x 7.01 x 1.44 inches"", ""Audio-out Ports (#)"": ""2"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""November 5, 2010"", ""Graphics Coprocessor"": ""Intel GMA 3150"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024x600 Pixels"", ""Item Dimensions  LxWxH"": ""10.31 x 7.01 x 1.44 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Graphics Card Description"": ""Graphics Media Accelerator500"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
