parent_asin,title,price,average_rating,rating_number,price_segment,connectivity,form_factor,brand,popularity_score,value_score
B06XG8S2K2,Two Way Radio Earpiece Noise Canceling Transparent Security Headphones Walkie Talkie Earphone with PTT/VOX – Pair,16.9,4.1,1236,Budget (<$20),Unknown,Unknown,Two,0.31126531915583916,4.111922141119222
B06XGBPW3D,"Anker SoundBuds Life Wireless Lightweight Neckband Headphones, Professional Bluetooth Headset, IPX5 Water Resistant Earbuds with Noise Cancelling Technology, Built-in Mic and 20h Playtime",,3.7,385,,Wireless,Earbuds/In-Ear,Anker,0.27039342717072246,
B06XGDBZFR,"EBOOT Replacement Earbuds Silicone Eartips Earpads Compatibe with Skullcandy Earphones, Black and Clear, 8 Pairs",5.99,4.3,1601,Budget (<$20),Unknown,Earbuds/In-Ear,EBOOT,0.3316392798780103,1.3897911832946637
B06XGP17Z1,Fosmon (3 Pack Headphones Earbuds 3.5mm in-Ear Headset with Microphone Earphone Compatible with Apple iPad 10.2 inch (2020) / iPad Air/iPad Mini (2019) and More,,3.5,540,,Unknown,Earbuds/In-Ear,Fosmon,0.25055223240890473,
B06XGTC2LC,"Ectreme Wired Metal in Ear Headphones, Noise Isolating Stereo Bass Earphones with Mic (Silver)",,3.0,548,,Wired,Unknown,Ectreme,0.20056042880829478,
B06XGV6Q7M,Xberstar Silicone Shock Proof Protective Case Sleeve Skin Cover for AirPods True Wireless Headphone Charging Box (Red),,3.9,31,,Wireless,Earbuds/In-Ear,Xberstar,0.29003073649771266,
B06XHBG7Q7,"In-Ear Earphones Headphones, Bambud Magnetic Wired Earbuds Stereo Noise Cancelling Headphones with Mic and Volume Control",,3.5,78,,Wired,Earbuds/In-Ear,In-Ear,0.2500788903441292,
B06XHSQ9C5,"it.innovative technology Rechargeable Wireless Bluetooth Modern Headphones with Rubberized Finish, White",,4.1,153,,Wireless,Unknown,it.innovative,0.310155731588411,
B06XJBM1NF,Sennheiser HD1 In-Ear Headphones (iOS version) - Black Red (Discontinued by Manufacturer),,4.3,165,,Unknown,Earbuds/In-Ear,Sennheiser,0.3301680261874961,
B06XJLTTTX,"COMPLY Sport Pro Premium Memory Foam Replacement Earbud Tips for Beats Powerbeats Pro, Powerbeats, Flex Earphones - Noise Reducing, Comfortable, Secure Fit (Small, 3 Pairs)",16.22,4.1,221,Budget (<$20),Unknown,Earbuds/In-Ear,COMPLY,0.31022540098322643,3.9464720194647205
B06XJLYH6F,"COMPLY Sport Pro Premium Memory Foam Replacement Earbud Tips for Beats Powerbeats Pro, Powerbeats, Flex Earphones - Noise Reducing, Comfortable, Secure Fit (Assorted, 3 Pairs),Black",15.72,4.1,865,Budget (<$20),Unknown,Earbuds/In-Ear,COMPLY,0.31088521113412554,3.824817518248176
B06XJSH5M8,"Cable Turtle Organizer - Earphone Cord Wrap Winder, Electrical Cord Organizer, Cord and Cable Management, Headphone Keeper Earbuds Holder, Tangle-Free Cable Reel Headset Case, Hide Your Cords in Style",,3.3,45,,Wired,Earbuds/In-Ear,Cable,0.23004508019664527,
B06XK7JT94,dity iPhone Headphone Adapter | Apple MFi Certified 5 in 1 Dongle Splitter (Black),,3.5,88,,Unknown,Unknown,dity,0.2500891358433668,
B06XKG4Z4R,REYTID Wireless Bluetooth Adapter Cablee Compatible with Sol Republic Master Tracks HD V8 V10 V12 MFI X3 Ultra XC Headphones,,4.1,31,,Wireless,Unknown,REYTID,0.3100307364977127,
B06XKH7WL5,Caseology V8 Bluetooth Earphone - Sweat Proof & Noise-Cancelling - Black,,3.1,21,,Wireless,Unknown,Caseology,0.21002049099847514,
B06XKHN9Z7,Replacement Velour earpads Ear pad Cushion Cover Pillow for Audio-Technica ATH M20 M20X M25 SX1 M30 M30X M30S M35 M40 M40S M50 M50X M50S MSR7 Headphone Headset,,4.0,57,,Unknown,Unknown,Replacement,0.3000573747957304,
B06XKJ2GK4,Meze 99 Neo | Wired Closed-Back Headset for Audiophiles | Gaming | Podcasts | Home Office | Over-Ear Headphones with Mic and Self Adjustable Headband,199.0,4.5,599,Premium ($100-200),Wired,Over-Ear,Meze,0.3506126808544064,44.12416851441242
B06XKKP4RK,ATC® 5 Pack 6.5mm 1/4-inch Male Plug to 3.5mm 1/8-inch Female Stereo Jack Headphone Headset Audio Adapter Extender,6.49,4.0,52,Budget (<$20),Unknown,Unknown,ATC®,0.30005225204611163,1.6184538653366585
B06XKL5YZ6,"Geekria Headband Cover Compatible with Sony WH-1000XM4, WH-1000XM3, WH-1000XM2, WH-XB910N, XB950B1, XB950N1, MDR-XB950BT, XB650BT, MDR1000X WH-CH520 Headphones Headband Protector Easy Installation",11.9,4.2,548,Budget (<$20),Unknown,Unknown,Geekria,0.32056042880829483,2.826603325415677
B06XKTKDLG,AirPods Case Lunies Protective Silicone Airpods Cover for Apple Airpod Charging Case Black,,4.1,70,,Unknown,Earbuds/In-Ear,AirPods,0.3100706939447392,
B06XMXQYJJ,AirPod Skins Stylish and Protective Wraps - Covers for Your Apple AirPods (Purple),9.99,4.1,57,Budget (<$20),Unknown,Earbuds/In-Ear,AirPod,0.31005737479573037,2.43065693430657
B06XNMVKGP,"True Wireless Earbuds, Syllable TWS Bluetooth Headphones Twins Stereo Mini Bluetooth Earbuds V4.0 In Ear Earphones with Mic for iPhone Samsung iPad and Most Android Phones, Support Siri",,3.6,147,,Wireless,Earbuds/In-Ear,True,0.2601495842888684,
B06XP21GRD,"ANC7 ANC7B Earpads - defean Replacement Ear pad Cushion Cover Pillow Compatible with Audio-Technica ATH-ANC7 ATH-ANC7b Headphones, Softer Protein Leather, High-Density Noise Cancelling Foam",13.99,4.5,86,Budget (<$20),Unknown,Unknown,ANC7,0.35008708674351935,3.1019955654101996
B06XP34CQC,"AV2GO DVD Headphones Compatible with Suburban, Yukon, Escalade, Uplander, Tahoe, Acadia, Enclave, Montana, Equinox, Silverado, Outlook, Traverse, Denali",35.0,4.3,283,Entry ($20-50),Unknown,Unknown,AV2GO,0.33028892307849933,8.120649651972158
B06XPDGDGX,"Parrot Zik Wireless Noise Cancelling Headphones, Black (Renewed)",,3.7,29,,Wireless,Unknown,Parrot,0.2700286873978652,
B06XPX7DQN,Skullcandy Ink'd 2.0 In-Ear Earbud - Street Grey/Chrome,,4.4,11997,,Unknown,Earbuds/In-Ear,Skullcandy,0.352290500885382,
B06XPYDYF2,"CableCreation 3.5mm Aux Cable 3 Feet, Premium 3.5mm Male to Male Jack Audio Cable with 24K Gold-Plated Compatible with Phones, Tablets, Beats Headphones, MP3 Player, Car/Home Stereo, 0.9M",7.25,4.6,2057,Budget (<$20),Wired,Unknown,CableCreation,0.3621064746432432,1.572668112798265
B06XPZ73H6,"Skullcandy Stim on-Ear Headphone, White/Gray (S2LHY-K568)",33.41,4.2,259,Entry ($20-50),Unknown,On-Ear,Skullcandy,0.3202643338803292,7.935866983372921
B06XQ3ZQ56,"UL Listed AC Charger Cord Fit for JBL Charge 4, JBL Flip 5 Clip 4, Jr Pop Speaker, Endurance Peak Wireless Earphones Bluetooth Speakers USB Type C Power Supply Adapter Wall Cable Cord",13.99,4.6,1219,Budget (<$20),Wireless,Unknown,UL,0.3612479018071353,3.0347071583514102
B06XQ5HMHR,"Altec Lansing MZX300-PNK Wireless Over Ear Bluetooth Headphones with Microphone, Pink",,3.2,18,,Wireless,Over-Ear,Altec,0.2200174173487039,
B06XQ9KT2J,"Linkidea Headphones Carrying Case Compatible with Bose QC45, QC35 II, QCSE, AE2w, AE2i, SoundLink, SoundTrue Headphones Case, Protective Hard Shell Travel Bag with Cable, Charger Storage (Black)",13.95,4.6,767,Budget (<$20),Wired,Unknown,Linkidea,0.3607848052415974,3.026030368763558
B06XQJVXHL,"LONCEVON 7 inch Mini Monitor Small HDMI Monitor Portable HD 1080P VGA Monitor LCD Screen for PC/Mac Mini/TV/Raspberry PI/Camera/Gaming; IPS 1024X600 Pixels, Build in Speakers & Earphone Jack",55.78,4.4,1358,Mid-Range ($50-100),Unknown,Unknown,LONCEVON,0.34139031424653754,12.648526077097506
B06XQT3G8D,"Earphones, Vomach Wired Headphones In Line Volume Control Crystal Sound Earbuds with Mic White",,3.0,39,,Wired,Earbuds/In-Ear,"Earphones,",0.20003893289710276,
B06XQXG66V,"Skullcandy Smokin' Buds 2 Noise Isolating Earbuds with in-Line Microphone and Remote, Moisture Resistant, Oval-Shaped and Angled for Long-Term Comfort, Street/Gray/Dark Gray",,4.4,554,,Unknown,Earbuds/In-Ear,Skullcandy,0.34056657610783736,
B06XQY6LW3,Ablet Replacement Earpads for Hifiman HE400S / HE-400I / HE560 / HE-350 headphones Sheepskin Leather Memory Foam Ear Cushions,,3.5,35,,Unknown,Unknown,Ablet,0.2500348346974077,
B06XQY6XYT,"TV Ears Wireless Headphone System, USB Powered Transmitter, Large Volume & Tone Dials, TV Hearing Aid Device, TV Listening Headphones for Seniors and Hard of Hearing, Voice Clarifying, Dr. Recommended",,3.1,69,,Wireless,Unknown,TV,0.21006966939481544,
B06XRH8WPJ,Tranesca Leather Replacement earpad/Ear Cushion/Ear Cover for Big OVEREAR Headphones (Fits a Great Variety of Headphones) - Black,12.99,4.3,1140,Budget (<$20),Unknown,Unknown,Tranesca,0.33116696236315857,3.0139211136890953
B06XRR4JZ9,Beats Solo3 Wireless On-Ear Headphones - Ultra Violet,,4.5,236,,Wireless,On-Ear,Beats,0.3502407692320828,
B06XRT9VGL,"U9 ViewHD Newest Ultra HD 4K HDMI Audio Extractor 4K@60Hz, HDR, Dolby Vision | 3.5mm Headphone Stereo Output | Toslink Optical Audio DD+ Output | HDCP 2.2 | HDMI 2.0 | 18Gpbs | | Model: VHD-UHAE",25.95,3.9,104,Entry ($20-50),Unknown,Unknown,U9,0.2901055286421469,6.636828644501279
B06XRVR4M9,"Airpod Skins Protective Wraps – Minimal Stylish Covers for Customization and Protection, Compatible with Apple AirPods (Deep Teal)",,3.8,2172,,Unknown,Earbuds/In-Ear,Airpod,0.2822242978844751,
B06XRX645N,"Skullcandy Method Sweat Resistant Sport Earbud with In-Line Microphone and Remote, Lightweight and Secure In-Ear Fit for Running and Exercise, Cable Management Clip for Workouts, Black/Swirl/Cool Gray",,4.1,300,,Wired,Earbuds/In-Ear,Skullcandy,0.3103063404272032,
B06XS5SBMD,"Get Airpod Skin Airpod Skins Protective Wraps – Minimal Stylish Covers for Customization & Protection, Orange",,3.8,2173,,Unknown,Earbuds/In-Ear,Get,0.2822253224343989,
B06XSC1TLB,Repacement 5pairs Foam pad Ear Cushion Cover Pillow earpads Earmuff Compatible with MDR-023 MDR-NC5 MDR 410LP DR-220DPV IF 240RK 120 140K IF140K SRF HM33 J33 Walkman Headphones,,4.4,83,,Unknown,Unknown,Repacement,0.3400840130937481,
B06XSJV5B9,"1MORE Quad Driver in-Ear Earphones Hi-Res High Fidelity Headphones Warm Bass, Spacious Reproduction, High Resolution, Mic in-Line Remote Smartphones/PC/Tablet - Silver/Gray",127.99,4.3,3183,Premium ($100-200),Unknown,Earbuds/In-Ear,1MORE,0.3332601178573929,29.69605568445476
B06XSQGXHX,Marshall Mode EQ Wired in-Ear Headphones - Black and Brass,59.0,4.4,2456,Mid-Range ($50-100),Wired,Earbuds/In-Ear,Marshall,0.34251527006282206,13.378684807256235
B06XSSVHMN,"Wantek Cell Phone Headset Mono with Noise Canceling Mic, Wired Computer Headphone for iPhone Samsung Huawei HTC LG ZTE BlackBerry Smartphones and Laptop PC Mac Tablet with 3.5mm Jack(F600J35)",29.99,4.2,1658,Entry ($20-50),Wired,Unknown,Wantek,0.32169767922366443,7.123515439429928
B06XSX9GKT,ATC Comfortable Hi-fi Stereo Over-Ear Wireless FM 3.5mm Audio Multifunction TV Headphones Headset with 2.4GHz Transmistter and RCA Adapter,12.99,3.5,90,Budget (<$20),Wireless,Over-Ear,ATC,0.2500911849432143,3.700854700854701
B06XSZ4F6M,"iXCC Headphones Y Cable Splitter Adapter for Computer, 1 Feet 3.5mm Female to 2 Male Premium Gold-Plated Corrosion-Resistant Audio Mic Y Cable for Headset Connecting to PC",,4.5,59,,Wired,Unknown,iXCC,0.3500594238955779,
B06XT6Z7DD,"SAMSUNG SM-T820NZKAXAR Galaxy Tab S3 9.7 Inch Tablet with S Pen, Black Bundle with 64GB MicroSDXC Memory Card, Case for Tablets, Stylus, USB-C Adapter, Screen Cleaner and in-Ear Headphone",,4.2,52,,Unknown,Earbuds/In-Ear,SAMSUNG,0.32005225204611165,
B06XTCY3ZQ,FIBOUND AA083 Headphone Cord Wrap Organizer Leather Snap Button Cable Keeper Soft USB Wrapper for Earphones,,4.7,46,,Wired,Unknown,FIBOUND,0.37004610474656907,
B06XVQ3SB1,Pig Hog PA-ST35T Stereo Headphone Adapter,5.95,4.4,534,Budget (<$20),Unknown,Unknown,Pig,0.34054608510936224,1.3492063492063493
B06XVSLZL8,Poyatu Full Size Hard Case for Skullcandy in-Ear Wireless Bluetooth Earbuds Headphone Travel Carrying Case Portable Storage Bag,,4.3,77,,Wireless,Earbuds/In-Ear,Poyatu,0.3300778657942055,
B06XWB9KNQ,"Bluetooth Headphones, OneAudio Wireless Sports Earphones with Magnetic Design, Built in Mic, IPX4 Sweatproof HD Stereo Earbuds for Gym Running Workout Noise Canceling Headsets (Gun Metal Color)",,3.7,29,,Wireless,Earbuds/In-Ear,Bluetooth,0.2700286873978652,
B06XWPX7N9,Anker AK-848061063448 Buds Buddy PU 'Vegan Leather' Earbuds Carry Pouch for Wired Headphones and Wireless Earbuds,,3.9,55,,Wireless,Earbuds/In-Ear,Anker,0.2900553256958828,
B06XWTZM5N,"elago Upgrade AirPods Stand Charging Dock Compatible with Apple AirPods 1 & 2, Apple TV Remote, Apple Pencil [Black] - AirPods Stand/Holder",11.99,3.9,1004,Budget (<$20),Unknown,Earbuds/In-Ear,elago,0.2910276235735277,3.066496163682865
B06XXD5SKN,"Tsumbay Aux Cable, Audio Cable with Microphone and in-line Control, 3.5mm Male to Male Cable Headphone Cable Premium Nylon Auxiliary Cord for Headphones, PS4, Home/Car Stereos (1m)",,4.3,2461,,Wired,Unknown,Tsumbay,0.3325203928124408,
B06XXL6ZLP,"[10 feet] Stereo 1/4 inch 6.35mm Male to 3.5mm Female Plug Adapter Audio Extension Cable,Headphone Earphone Headset to Amplifiers,Mixing Console And More Devices [Gold Plated Connector,OFC Copper Wire",,3.8,30,,Wired,Unknown,[10,0.2800297119477889,
B06XXVGDGN,"Geekria QuickFit Protein Leather Replacement Ear Pads for Sennheiser Urbanite XL Over-Ear Headphones Ear Cushions, Headset Earpads, Ear Cups Repair Parts (Black)",19.99,4.5,276,Budget (<$20),Unknown,Over-Ear,Geekria,0.35028175122903304,4.4323725055432375
B06XXW5XY5,GoodQbuy 2 Pin PTT Mic Covert Acoustic Tube Earpiece Headset is Compatible with Icom Radio IC-F24S IC-F31 IC-F3 IC-F3S IC-F4 (Pack of 2),14.99,3.6,36,Budget (<$20),Unknown,Unknown,GoodQbuy,0.26003585924733147,4.15235457063712
B06XYKMGX1,OUCOMI Stereo Over-Ear Headphones with Microphone Lightweight and Foldable Wired Headphones Blue,,3.5,42,,Wired,Over-Ear,OUCOMI,0.25004200654687403,
B06Y15VHH3,"Comply Foam Premium Earphone Tips - Isolation T-200 (Red, 3 Pairs, Medium)",14.99,4.1,327,Budget (<$20),Unknown,Unknown,Comply,0.3103340032751446,3.6472019464720202
B06Y1727KJ,"Altec Lansing Bluetooth Wireless with Voice Confirmation Headphones, White (MZW300-White)",,4.2,79,,Wireless,Unknown,Altec,0.3200799148940531,
B06Y1L7858,"Comply Foam Premium Earphone Tips - Isolation T-200 (Multi-Color, 3-Pairs, Large)",14.99,4.0,289,Budget (<$20),Unknown,Unknown,Comply,0.3002950703780419,3.7381546134663344
B06Y1MPZTX,"Comply Foam Premium Earphone Tips - Isolation T-400 (Blue, 3 Pairs, Large)",,4.2,265,,Unknown,Unknown,Comply,0.3202704811798718,
B06Y2X83WG,"Sisma Travel Cords Organizers Small Electronics Accessories Carrying Bag for Cables Earbuds USB Sticks Leads Memory Cards, Black -Bundled Small Pouch SCB16128S-B",,4.2,488,,Wired,Earbuds/In-Ear,Sisma,0.3204989558128694,
B06Y3LPXPG,Master & Dynamic MP1000B Headphone Stand - Black,,4.2,65,,Unknown,Unknown,Master,0.32006557119512047,
B06Y3TP7ZM,"Sisma Travel Cords Organizer Small Electronics and Accessories Carrying Bag for Cables Earbuds USB Sticks Leads Memory Cards, Black SCB16128S-WB-B",,4.2,488,,Wired,Earbuds/In-Ear,Sisma,0.3204989558128694,
B06Y3W3BMH,"Samnyte Bluetooth Headset, 10Hrs Talk Time V5.0 Hands Free Car Bluetooth Headphones Noise Reduction Microphone and Mute Switch Wireless Earpiece for Office/Driver/Support iPhone Android",,4.0,1054,,Wireless,Unknown,Samnyte,0.30107885106971555,
B06Y46MRFK,"Lenink Replacement Cable,Audio Headphone Extension Cable Cord Compatible with Bose On-Ear OE Headphones,Black",,4.6,233,,Wired,On-Ear,Lenink,0.3602376955823115,
B06Y4MBWYD,"Geekria Comfort Velour Replacement Ear Pads for Sony MDR-7506, MDR-V6, MDR-CD900ST Headphones Ear Cushions, Headset Earpads, Ear Cups Cover Repair Parts (Black)",16.9,4.0,84,Budget (<$20),Unknown,Unknown,Geekria,0.30008503764367184,4.214463840399002
B06Y514LJW,DRIVE AUDIO Compatible with uConnect VES Dodge Grand Caravan & Chrysler Town & Country & Jeep Wireless Headphones (2 Pack) OEM Car Headsets 2006 2007 2012 2014 2015 2016 2017 2018 2019 2020 2021 2022,89.99,4.6,627,Mid-Range ($50-100),Wireless,Unknown,DRIVE,0.3606413682522715,19.52060737527115
B06Y52DSYX,Geekria Comfort Velour Replacement Ear Pads for Sony SteelSeries Arctis Turtle Beach Skullcandy HyperX and Other Large or Mid-Sized Over-Ear Headphones Earpads Ear Cushion (Black),18.9,4.0,391,Budget (<$20),Unknown,Over-Ear,Geekria,0.30039957447026505,4.713216957605985
B06Y52ZDFH,NEOMUSICIA Replacement Cable for Hifiman HE400S / HE-400I / HE560 / HE-350 / HE1000 / HE1000 V2 Headphone Nylon Braided OFC Cord,,3.8,17,,Wired,Unknown,NEOMUSICIA,0.2800163927987801,
B06Y5GH1GN,"iClever Bluetooth Headphones, Wireless Headphones with Rich Bass, CVC 6.0 Noise Cancelling, Waterproof Earbuds for Workout, Running Sport Headphones, Black",,4.0,494,,Wireless,Earbuds/In-Ear,iClever,0.30050510311241196,
B06Y5LD122,"Symphonized CD Bluetooth Wireless In-ear Noise-isolating Headphones, Magnetic Earbuds, Earphones with Mic & Volume Control",,3.8,43,,Wireless,Earbuds/In-Ear,Symphonized,0.28004303109679773,
B06Y61H9W3,"Sades sades807 Gaming Headsets Headphones for New Xbox one PS4 PC Laptop Mac Mobile, Black & Blue",,4.0,776,,Unknown,Unknown,Sades,0.3007940261909113,
B06Y65Y6WM,"Headphones,Sound Intone CX-05 Headphones with Microphone,Noise Isolating On Ear Headsets for iPhone,Android Device,Mp3/4,Laptop,Tablet (Brown-1)",,4.0,73,,Unknown,On-Ear,"Headphones,Sound",0.3000737675945105,
B06Y67HRPR,"Darrent APPLE 2 in 1 BLACK01 Lightning Adapter, Premium Lightning Adapter and Charger, Lightning to 3.5mm Audio Charge Earphone Jack Adapter Charging USB Cable for iPhone 7/7 Plus, 6/6s, etc. - Colors may vary",,2.3,60,,Wired,Unknown,Darrent,0.1300604484455016,
B06Y8PQBG3,Sony MDR-XB950BT/B Extra Bass Bluetooth Wireless Headphones w/Microphone - Black (Renewed),,4.3,696,,Wireless,Unknown,Sony,0.3307120621970107,
B06ZY2N2L1,Spigen TEKA RA200 Airpods Earhooks Cover for Apple Airpods Earphones Headphones Earbuds (2 Pairs- Large & Small) Patent Pending - Neon,,4.1,48,,Unknown,Earbuds/In-Ear,Spigen,0.31004815384641654,
B06ZY83C3J,"USB C to 3.5mm Headphone Jack Cable Adapter for Moto Z (2 Pack), Sprtjoy Moto Z Type C Port to 3.5mm Female Audio Jack Headphone Cable Adapter for Motorola Moto Z Black",,3.6,210,,Wired,Unknown,USB,0.2602141309340651,
B06ZYQVY4F,"Conshine Headset Adapter for CTIA Headsets with Separate Headphone and Microphone Plugs, 3.5mm Stereo Audio Male to 2 Female Headset Mic Y Splitter Cable Adapter -Blue",,4.0,80,,Wired,Unknown,Conshine,0.3000809394439768,
B06ZYTN7H8,iJoy Matte Rechargeable Wireless Bluetooth Foldable Over Ear Headphones with Mic (WHT),,4.1,119,,Wireless,Over-Ear,iJoy,0.31012089689100325,
B06ZYZJDY3,"iClever Kids Headphones with Led Backlight, Safe Wired Kids Headsets 85dB Volume Limited, Food Grade Silicone, Cat-Inspired Headphones for Kids Edition Tablet/Travel, Pink",,4.5,1744,,Wired,Unknown,iClever,0.35178579051710746,
B06ZZ2LC7Y,"Audio-Technica ATH-AR3BTBK SonicFuel Bluetooth Wireless On-Ear Headphones with Mic & Control, Black",,4.2,469,,Wireless,On-Ear,Audio-Technica,0.3204794893643181,
B06ZZB62XM,"SoundPEATS Bluetooth Headphones In Ear Wireless Earbuds 4.1 Magnetic Sweatproof Stereo Bluetooth Earphones for Sports With Mic (8 Hours Play Time, Secure Fit, Noise Cancelling) - Black",,3.8,3005,,Wireless,Earbuds/In-Ear,SoundPEATS,0.28307774797096424,
B06ZZCV9DR,Audiovox RCA Black Wireless 900MHz Full-Size Headphones,,3.9,64,,Wireless,Unknown,Audiovox,0.29006454664519665,
B06ZZNC2L9,"Audio-Technica ATH-AR3BTBK SonicFuel Bluetooth Wireless On-Ear Headphones with Mic & Control, White",,4.1,322,,Wireless,On-Ear,Audio-Technica,0.3103288805255258,
B06ZZZQXKG,"Audiophile Earbuds/Earphones, in-Ear Headphones with Mic : Noise Isolating Bass Driver, in-Line Microphone with Volume and Phone Controls, IEM : The Quicksilver",,3.8,81,,Unknown,Earbuds/In-Ear,Audiophile,0.2800819639939005,
B071188GC5,"12Pcs Replacement Eartips- RIYO Premium Memory Foam Earphone Earbuds Tips Noise Reducing Earbud Tips for 5mm-7mm in-Ear Headphones Nozzle (S/M/L, Grey)",,3.9,102,,Unknown,Earbuds/In-Ear,12Pcs,0.29010347954229937,
B0713SDCP1,"Lightning Adapter for iphone 7 / 7 Plus, Lightning to 3.5mm Headphone Jack Adapter and Charger",,1.7,193,,Unknown,Unknown,Lightning,0.07019671358536123,
B0713T4KTW,"Sports Earbuds with Microphone, 3.5mm In-Ear Wired Bass Stereo Ear buds Earphones Headphones with Remote and Mic Universal for iPhones, iPads, iPods, Android, PC, Windows, Mac(gold)",,2.7,41,,Wired,Earbuds/In-Ear,Sports,0.1700409819969503,
B0713TZ3R6,"12Pcs Replacement Eartips- RIYO Premium Memory Foam Earphone Earbuds Tips Noise Reducing Earbud Tips for 5mm-7mm in-Ear Headphones Nozzle (Medium, Red)",,4.1,3912,,Unknown,Earbuds/In-Ear,12Pcs,0.3140070147518113,
B0713WGNCT,"Audio-Technica ATH-CKR30iSBK SonicFuel In-Ear Headphones with In-Line Mic & Control, Black",35.85,3.9,193,Entry ($20-50),Unknown,Earbuds/In-Ear,Audio-Technica,0.2901967135853612,9.168797953964196
B07141SFQ2,"Earphones,TRONOE Sport HIFI In-Ear Earbuds Heaphones Headset Earphones with Noise Isolating Headset Magnet Attraction Earphones with Mic and Volume Control (Blue)",,3.3,46,,Unknown,Earbuds/In-Ear,"Earphones,TRONOE",0.23004610474656903,
B07193RL5M,AILIHEN X2 Sports Earbuds Headphones with Microphone for Running Workout Gym Wired Sweatproof Noise Isolating for iOS Tablets Android Smartphones Laptop Tablets Computer MP3/4,,3.6,235,,Wired,Earbuds/In-Ear,AILIHEN,0.260239744682159,
B0719DMJXT,"Earbuds, E&jing Wired 3.5mm Jack Earbuds Ergonomic in Ear Design with Mic Line Volume Control Noise Cancelling Music Headphone Deep Bass (Rose Gold)",,3.1,61,,Wired,Earbuds/In-Ear,"Earbuds,",0.2100614729954254,
B0719FMRKH,Sabaj Da2 2in1 Portable Headphone Amplifier USB DAC Earphone AMP 32bit/768kHz,29.99,3.8,93,Entry ($20-50),Unknown,Unknown,Sabaj,0.28009425859298553,7.871391076115486
B0719M79HT,"Okun Hd50mv in-Ear 3.5 Mm Earbuds Headphones & Heavy Deep Bass Earphones Fit for iPhone, Samsung, Tablet, PC and Other Compatible Device (with Microphone)",,3.7,66,,Unknown,Earbuds/In-Ear,Okun,0.27006659574504416,
B0719PG4N9,Helmet Communication System FreedConn TCOM-SC Motorcycle Helmet Bluetooth Headset Intercom with Changeable Hard/Soft Corded Microphone (LCD Screen/FM Radio/Handsfree/ 800M/ 2-3Riders) (1 Pack),,4.2,378,,Wireless,Unknown,Helmet,0.32038625532125625,
B0719WTQVP,Poyatu Ear Pads for Logitech G35 G430 G930 F450 Headphones Replacement Ear Cushion Earpads Earbuds Black,,4.2,67,,Unknown,Earbuds/In-Ear,Poyatu,0.320067620294968,
B071CKKZ77,"Bluetooth Headphones, Otium Wireless Sports Earphones w/Mic IPX7 Waterproof HD Stereo Sweatproof in Ear Earbuds for Gym Running Workout 8 Hour Battery Noise Cancelling Headsets",,3.6,82,,Wireless,Earbuds/In-Ear,Bluetooth,0.2600829885438243,
B071CNM893,MXditect In Ear Sports Headphones with Microphone Black,,3.0,26,,Unknown,Unknown,MXditect,0.2000256137480939,
B071CTM4ZW,beyerdynamic Xelento Remote Tesla in-Ear Headset for Mobile Devices,,4.2,92,,Unknown,Earbuds/In-Ear,beyerdynamic,0.3200932340430619,
B071CZPYFL,"Dekoni Audio Attenuation Ring for Fostex Massdrop X00, TH610 & TH900 Headphones",14.99,4.5,38,Budget (<$20),Unknown,Unknown,Dekoni,0.350037908347179,3.3237250554323725
B071DHVGDZ,"Earphones, Wotmic In Ear Headphones with Microphone Black Earbuds Stereo Sound In Line Control",,3.4,33,,Unknown,Earbuds/In-Ear,"Earphones,",0.2400327855975602,
B071DPSVD9,"SoundPEATS Bluetooth Headphones in Ear Wireless Earbuds 4.1 Magnetic Sweatproof Stereo Bluetooth Earphones for Sports with Mic (Upgraded 7 Hours Play Time, Secure Fit, Noise Cancelling) - Blue",,3.9,841,,Wireless,Earbuds/In-Ear,SoundPEATS,0.29086062193595535,
B071F8LQ7C,Replacement Velour Ear Pads for Audio Technica ATH-M50 M50S M50X M20 M30 M35 M40 M40S M40X Headsets Headphones 100X80MM (Gray),,4.0,58,,Unknown,Unknown,Replacement,0.30005839934565415,
B071FQK9DM,"ROVKING Earbuds Headphones Over Ear Wired Sweatproof with Microphone, in Ear Stereo Bass Sport Earphones for Running Jogging Gym Workout for iPhone Android iPod Samsung, Blue",,3.2,175,,Wired,Earbuds/In-Ear,ROVKING,0.22017827168673365,
B071H26J19,Replacement Earpads Ear Cushions for Sony MDR-XB950BT MDR-XB950N1 MDR-XB950B1 MDR-XB950AP MDR-XB950/H Wireless Headphones(Black),,4.4,41,,Wireless,Unknown,Replacement,0.3400409819969503,
B071H27VBP,Replacement Earpads Ear Cushions for SONY MDR-ZX600 MDR-ZX660 Headphones(Black),,4.4,36,,Unknown,Unknown,Replacement,0.34003585924733154,
B071H927KH,"Linkidea Headphones Carrying Case Compatible with Bose QuietComfort 45, QC35 II, QC25, QC15, QCSE Case, Protective Hard Shell Travel Bag with Cable, Charger Storage (Black)",,4.5,170,,Wired,Unknown,Linkidea,0.3501731489371149,
B071HDSVNC,Sunmns 8 Pieces in Ear Bud Earphone Headset Headphone Case Mini Storage Carrying Pouch Bag,14.99,4.5,613,Budget (<$20),Unknown,Unknown,Sunmns,0.35062702455333894,3.3237250554323725
